muestras,anio,fecha,hora_inicio,hora_fin,dema_int,dem_inst,aniomovil
492,2017,21-sep,11,12,8637.839731,8621.426758,1
493,2017,21-sep,12,13,8735.448833,8690.238281,1
494,2017,21-sep,13,14,8742.43982,8654.859375,1
495,2017,21-sep,14,15,8613.579076,8582.12793,1
496,2017,21-sep,15,16,8598.145342,8608.042969,1
497,2017,21-sep,16,17,8631.393289,8635.868164,1
498,2017,21-sep,17,18,8547.31231,8608.40625,1
499,2017,21-sep,18,19,8262.084136,8411.954102,1
500,2017,21-sep,19,20,8052.465668,8056.982422,1
501,2017,21-sep,20,21,8465.864437,8331.228516,1
502,2017,21-sep,21,22,8310.213939,8476.408203,1
503,2017,21-sep,22,23,8100.42341,8119.367188,1
504,2017,21-sep,23,24,7756.703212,8088.69043,1
505,2017,22-sep,0,1,7250.198453,7538.651367,1
506,2017,22-sep,1,2,7086.435802,7175.508301,1
507,2017,22-sep,2,3,6875.88514,6858.280273,1
508,2017,22-sep,3,4,6726.343152,6783.291016,1
509,2017,22-sep,4,5,6773.013794,6761.298828,1
510,2017,22-sep,5,6,6837.883768,6681.723633,1
511,2017,22-sep,6,7,7247.480938,6935.742188,1
512,2017,22-sep,7,8,7771.273416,7531.72168,1
513,2017,22-sep,8,9,8067.711287,7863.077148,1
514,2017,22-sep,9,10,8347.450318,8141.473145,1
515,2017,22-sep,10,11,8446.804237,8386.165039,1
516,2017,22-sep,11,12,8560.207467,8554.739258,1
517,2017,22-sep,12,13,8678.704302,8697.154297,1
518,2017,22-sep,13,14,8674.560061,8681.833008,1
519,2017,22-sep,14,15,8597.976665,8597.331055,1
520,2017,22-sep,15,16,8625.805585,8541.436523,1
521,2017,22-sep,16,17,8554.847944,8611.916992,1
522,2017,22-sep,17,18,8365.712096,8452.77832,1
523,2017,22-sep,18,19,8065.951676,8204.02832,1
524,2017,22-sep,19,20,7811.994552,7970.610352,1
525,2017,22-sep,20,21,8122.56043,8044.774414,1
526,2017,22-sep,21,22,7909.109511,8089.754883,1
527,2017,22-sep,22,23,7674.078198,7710.008789,1
528,2017,22-sep,23,24,7428.753104,7656.584961,1
529,2017,23-sep,0,1,7141.817209,7317.713867,1
530,2017,23-sep,1,2,6878.918523,7079.412109,1
531,2017,23-sep,2,3,6695.822072,6808.883301,1
532,2017,23-sep,3,4,6620.198525,6641.316406,1
533,2017,23-sep,4,5,6601.481317,6515.770508,1
534,2017,23-sep,5,6,6639.681807,6628.049805,1
535,2017,23-sep,6,7,6801.352043,6707.691406,1
536,2017,23-sep,7,8,7079.512745,6986.772461,1
537,2017,23-sep,8,9,7368.17864,7168.611328,1
538,2017,23-sep,9,10,7701.853131,7553.974609,1
539,2017,23-sep,10,11,7829.976593,7779.078125,1
540,2017,23-sep,11,12,7929.161691,7885.828125,1
541,2017,23-sep,12,13,7973.052467,7957.087891,1
542,2017,23-sep,13,14,7902.954299,8019.101563,1
543,2017,23-sep,14,15,7688.189877,7629.37793,1
544,2017,23-sep,15,16,7560.755287,7637.392578,1
545,2017,23-sep,16,17,7521.660948,7530.487305,1
546,2017,23-sep,17,18,7435.830632,7476.997559,1
547,2017,23-sep,18,19,7326.496138,7369.646484,1
548,2017,23-sep,19,20,7491.478075,7262.417969,1
549,2017,23-sep,20,21,7957.930931,7902.086914,1
550,2017,23-sep,21,22,7787.040264,7962.401367,1
551,2017,23-sep,22,23,7455.478513,7671.517578,1
552,2017,23-sep,23,24,7006.133133,7310.66748,1
553,2017,24-sep,0,1,6556.056516,6709.891602,1
554,2017,24-sep,1,2,6281.242539,6306.830078,1
555,2017,24-sep,2,3,6075.159959,6223.670898,1
556,2017,24-sep,3,4,5976.598887,6044.888672,1
557,2017,24-sep,4,5,5948.984632,5894.47168,1
558,2017,24-sep,5,6,5914.385287,6036.801758,1
559,2017,24-sep,6,7,5966.196636,5944.701172,1
560,2017,24-sep,7,8,6013.186392,6075.744629,1
561,2017,24-sep,8,9,6051.16086,5944.206055,1
562,2017,24-sep,9,10,6302.935457,6168.522461,1
563,2017,24-sep,10,11,6438.416334,6493.5625,1
564,2017,24-sep,11,12,6519.401565,6514.74707,1
565,2017,24-sep,12,13,6531.013576,6572.389648,1
566,2017,24-sep,13,14,6507.504456,6556.973145,1
567,2017,24-sep,14,15,6481.840884,6498.567383,1
568,2017,24-sep,15,16,6453.700919,6489.273926,1
569,2017,24-sep,16,17,6399.155684,6411.584473,1
570,2017,24-sep,17,18,6335.717186,6288.042969,1
571,2017,24-sep,18,19,6388.278431,6353.765625,1
572,2017,24-sep,19,20,6652.392962,6538.639648,1
573,2017,24-sep,20,21,7216.056759,7099.749023,1
574,2017,24-sep,21,22,7163.909388,7206.53125,1
575,2017,24-sep,22,23,6891.063297,7116.71582,1
576,2017,24-sep,23,24,6469.776268,6749.267578,1
577,2017,25-sep,0,1,6076.569105,6304.897461,1
578,2017,25-sep,1,2,5859.378893,5953.640625,1
579,2017,25-sep,2,3,5785.339007,5781.722656,1
580,2017,25-sep,3,4,5745.371334,5742.922852,1
581,2017,25-sep,4,5,5797.846174,5811.40332,1
582,2017,25-sep,5,6,5985.96199,5816.870117,1
583,2017,25-sep,6,7,6474.367494,6165.256836,1
584,2017,25-sep,7,8,7086.127282,6825.598145,1
585,2017,25-sep,8,9,7378.780398,7150.44043,1
586,2017,25-sep,9,10,7679.308401,7569.710938,1
587,2017,25-sep,10,11,7872.309632,7743.443848,1
588,2017,25-sep,11,12,8008.239314,8022.233398,1
589,2017,25-sep,12,13,8140.87333,8154.969727,1
590,2017,25-sep,13,14,8161.082141,8221.548828,1
591,2017,25-sep,14,15,8128.565816,8170.53125,1
592,2017,25-sep,15,16,8140.963204,8127.050781,1
593,2017,25-sep,16,17,8101.733928,8222.18457,1
594,2017,25-sep,17,18,7940.653971,8086.368652,1
595,2017,25-sep,18,19,7620.849814,7806.274414,1
596,2017,25-sep,19,20,7538.018897,7573.149414,1
597,2017,25-sep,20,21,7989.847391,7811.276855,1
598,2017,25-sep,21,22,7865.782652,7990.558594,1
599,2017,25-sep,22,23,7577.643996,7683.986816,1
600,2017,25-sep,23,24,7147.395264,7381.664063,1
601,2017,26-sep,0,1,6823.509608,6972.555176,1
602,2017,26-sep,1,2,6664.198835,6659.100098,1
603,2017,26-sep,2,3,6536.756391,6526.727539,1
604,2017,26-sep,3,4,6480.751703,6444.487305,1
605,2017,26-sep,4,5,6510.577899,6514.064941,1
606,2017,26-sep,5,6,6610.664642,6572.220215,1
607,2017,26-sep,6,7,7001.434839,6592.986816,1
608,2017,26-sep,7,8,7491.206527,7255.138672,1
609,2017,26-sep,8,9,7730.052694,7554.771973,1
610,2017,26-sep,9,10,7977.760488,7924.847656,1
611,2017,26-sep,10,11,8092.616228,8067.027832,1
612,2017,26-sep,11,12,8180.258694,8205.613281,1
613,2017,26-sep,12,13,8257.293036,8195.118164,1
614,2017,26-sep,13,14,8294.599328,8325.616211,1
615,2017,26-sep,14,15,8242.738653,8232.625,1
616,2017,26-sep,15,16,8258.888825,8204.787109,1
617,2017,26-sep,16,17,8203.537752,8171.517578,1
618,2017,26-sep,17,18,8143.854212,8255.491211,1
619,2017,26-sep,18,19,7935.969349,8003.647461,1
620,2017,26-sep,19,20,7711.053148,7754.414551,1
621,2017,26-sep,20,21,8099.54421,7974.743164,1
622,2017,26-sep,21,22,7950.769702,8117.230469,1
623,2017,26-sep,22,23,7693.292366,7752.708008,1
624,2017,26-sep,23,24,7335.536644,7570.904297,1
625,2017,27-sep,0,1,6926.00225,7135.205566,1
626,2017,27-sep,1,2,6665.678185,6751.511719,1
627,2017,27-sep,2,3,6581.804352,6531.014648,1
628,2017,27-sep,3,4,6458.209902,6517.600586,1
629,2017,27-sep,4,5,6463.183114,6416.419434,1
630,2017,27-sep,5,6,6625.728887,6448.027344,1
631,2017,27-sep,6,7,7040.597836,6716.736328,1
632,2017,27-sep,7,8,7537.870235,7333.958984,1
633,2017,27-sep,8,9,7825.487413,7543.266602,1
634,2017,27-sep,9,10,8007.60235,7942.850586,1
635,2017,27-sep,10,11,8101.971079,8040.833008,1
636,2017,27-sep,11,12,8151.967585,7998.787109,1
637,2017,27-sep,12,13,8175.517282,8075.044922,1
638,2017,27-sep,13,14,8254.0238,8223.897461,1
639,2017,27-sep,14,15,8189.588692,8214.191406,1
640,2017,27-sep,15,16,8201.293867,8153.433105,1
641,2017,27-sep,16,17,8200.739785,8243.379883,1
642,2017,27-sep,17,18,8051.507705,8193.863281,1
643,2017,27-sep,18,19,7771.504366,7972.035156,1
644,2017,27-sep,19,20,7682.186455,7653.81543,1
645,2017,27-sep,20,21,8123.59183,7997.298828,1
646,2017,27-sep,21,22,7945.243179,8101.725586,1
647,2017,27-sep,22,23,7690.546583,7742.945801,1
648,2017,27-sep,23,24,7386.407341,7573.010742,1
649,2017,28-sep,0,1,6995.001676,7179.545898,1
650,2017,28-sep,1,2,6757.123471,6903.763672,1
651,2017,28-sep,2,3,6619.587415,6734.477539,1
652,2017,28-sep,3,4,6517.407903,6594.077637,1
653,2017,28-sep,4,5,6531.196258,6367.407715,1
654,2017,28-sep,5,6,6636.172721,6536.260742,1
655,2017,28-sep,6,7,6970.188861,6769.018555,1
656,2017,28-sep,7,8,7493.369964,7217.729004,1
657,2017,28-sep,8,9,7718.293405,7543.866211,1
658,2017,28-sep,9,10,7972.080917,7895.389648,1
659,2017,28-sep,10,11,8063.062879,8108.504883,1
660,2017,28-sep,11,12,8122.405814,8044.496094,1
661,2017,28-sep,12,13,8208.612996,8167.146973,1
662,2017,28-sep,13,14,8251.086421,8353.202148,1
663,2017,28-sep,14,15,8179.660966,8278.459961,1
664,2017,28-sep,15,16,8148.054872,8127.425781,1
665,2017,28-sep,16,17,8112.063496,8050.229492,1
666,2017,28-sep,17,18,8019.160645,8102.746094,1
667,2017,28-sep,18,19,7736.628441,7865.231445,1
668,2017,28-sep,19,20,7595.665244,7421.115234,1
669,2017,28-sep,20,21,7941.113175,7885.799316,1
670,2017,28-sep,21,22,7741.390087,7898.851563,1
671,2017,28-sep,22,23,7532.994775,7560.051758,1
672,2017,28-sep,23,24,7254.32482,7561.405273,1
673,2017,29-sep,0,1,6869.015757,6994.084961,1
674,2017,29-sep,1,2,6663.867304,6831.683594,1
675,2017,29-sep,2,3,6515.38016,6574.744629,1
676,2017,29-sep,3,4,6426.274861,6303.791016,1
677,2017,29-sep,4,5,6431.849268,6355.53418,1
678,2017,29-sep,5,6,6502.757873,6470.02002,1
679,2017,29-sep,6,7,6776.051189,6628.266602,1
680,2017,29-sep,7,8,7216.668,6823.227539,1
681,2017,29-sep,8,9,7548.239893,7284.75,1
682,2017,29-sep,9,10,7891.458334,7777.492188,1
683,2017,29-sep,10,11,7999.99596,7949.362793,1
684,2017,29-sep,11,12,8082.616874,8010.436035,1
685,2017,29-sep,12,13,8145.968216,8136.553223,1
686,2017,29-sep,13,14,8185.434484,8224.086914,1
687,2017,29-sep,14,15,8063.569819,8232.463867,1
688,2017,29-sep,15,16,8006.508375,8049.75293,1
689,2017,29-sep,16,17,8020.602384,7981.814453,1
690,2017,29-sep,17,18,7906.090918,8047.108398,1
691,2017,29-sep,18,19,7584.553971,7772.384766,1
692,2017,29-sep,19,20,7420.356817,7274.87207,1
693,2017,29-sep,20,21,7820.57153,7727.851563,1
694,2017,29-sep,21,22,7613.664648,7776.588379,1
695,2017,29-sep,22,23,7449.024879,7433.338867,1
696,2017,29-sep,23,24,7237.526914,7459.150391,1
697,2017,30-sep,0,1,6879.489869,7086.579102,1
698,2017,30-sep,1,2,6636.8899,6669.660156,1
699,2017,30-sep,2,3,6460.960597,6416.834961,1
700,2017,30-sep,3,4,6365.563278,6389.460938,1
701,2017,30-sep,4,5,6339.291868,6253.698242,1
702,2017,30-sep,5,6,6351.517772,6331.514648,1
703,2017,30-sep,6,7,6493.41407,6365.114258,1
704,2017,30-sep,7,8,6835.283274,6617.187988,1
705,2017,30-sep,8,9,7102.690722,6967.561523,1
706,2017,30-sep,9,10,7406.009844,7236.467773,1
707,2017,30-sep,10,11,7505.127391,7515.766602,1
708,2017,30-sep,11,12,7554.292047,7538.695313,1
709,2017,30-sep,12,13,7575.944389,7498.152344,1
710,2017,30-sep,13,14,7546.448024,7578.700195,1
711,2017,30-sep,14,15,7328.23961,7447.388184,1
712,2017,30-sep,15,16,7179.100755,7057.344238,1
713,2017,30-sep,16,17,7088.815351,7163.474609,1
714,2017,30-sep,17,18,7016.301538,7110.094727,1
715,2017,30-sep,18,19,6939.017171,6878.041016,1
716,2017,30-sep,19,20,7168.718705,6865.231445,1
717,2017,30-sep,20,21,7552.795159,7604.025879,1
718,2017,30-sep,21,22,7341.663787,7557.306641,1
719,2017,30-sep,22,23,7004.712602,7135.330078,1
720,2017,30-sep,23,24,6606.565058,6841.219727,1
721,2017,01-oct,0,1,6200.327144,6393.883789,1
722,2017,01-oct,1,2,5919.994016,5985.560547,1
723,2017,01-oct,2,3,5782.413695,5754.975586,1
724,2017,01-oct,3,4,5683.170944,5744.770508,1
725,2017,01-oct,4,5,5620.714981,5600.90625,1
726,2017,01-oct,5,6,5562.683598,5554.338867,1
727,2017,01-oct,6,7,5614.946819,5561.40918,1
728,2017,01-oct,7,8,5681.177441,5707.397461,1
729,2017,01-oct,8,9,5644.903986,5586.972656,1
730,2017,01-oct,9,10,5834.973352,5867.806641,1
731,2017,01-oct,10,11,6017.606331,5874.28418,1
732,2017,01-oct,11,12,6088.063774,6094.917969,1
733,2017,01-oct,12,13,6119.724513,6033.915039,1
734,2017,01-oct,13,14,6150.128084,6162.571777,1
735,2017,01-oct,14,15,6141.182624,6053.40918,1
736,2017,01-oct,15,16,6085.382191,6096.686523,1
737,2017,01-oct,16,17,6058.062992,6116.374512,1
738,2017,01-oct,17,18,6054.17459,5931.430664,1
739,2017,01-oct,18,19,6053.505147,6124.934082,1
740,2017,01-oct,19,20,6449.999139,6073.788086,1
741,2017,01-oct,20,21,6959.279775,6798.644531,1
742,2017,01-oct,21,22,6901.765968,6977.37793,1
743,2017,01-oct,22,23,6651.009748,6730.068359,1
744,2017,01-oct,23,24,6216.645429,6419.516602,1
745,2017,02-oct,0,1,5843.657018,6027.949219,1
746,2017,02-oct,1,2,5614.316483,5657.517578,1
747,2017,02-oct,2,3,5549.667611,5594.306641,1
748,2017,02-oct,3,4,5488.513285,5553.460938,1
749,2017,02-oct,4,5,5552.30254,5572.277832,1
750,2017,02-oct,5,6,5721.06396,5597.01709,1
751,2017,02-oct,6,7,6273.805894,5773.905762,1
752,2017,02-oct,7,8,6946.232043,6636.790527,1
753,2017,02-oct,8,9,7228.654524,7038.516602,1
754,2017,02-oct,9,10,7499.501916,7239.667969,1
755,2017,02-oct,10,11,7725.090383,7632.580078,1
756,2017,02-oct,11,12,7877.452933,7840.926758,1
757,2017,02-oct,12,13,7998.587449,7942.193359,1
758,2017,02-oct,13,14,8048.198589,8019.78125,1
759,2017,02-oct,14,15,7954.413083,8021.977539,1
760,2017,02-oct,15,16,7986.643676,7862.665039,1
761,2017,02-oct,16,17,8010.267862,8083.271484,1
762,2017,02-oct,17,18,7803.881449,7950.311035,1
763,2017,02-oct,18,19,7533.446767,7578.078613,1
764,2017,02-oct,19,20,7411.122747,7428.824707,1
765,2017,02-oct,20,21,7853.041181,7757.459961,1
766,2017,02-oct,21,22,7720.422306,7863.174805,1
767,2017,02-oct,22,23,7517.517928,7538.087891,1
768,2017,02-oct,23,24,7197.844538,7501.84082,1
769,2017,03-oct,0,1,6754.368097,6911.110352,1
770,2017,03-oct,1,2,6600.002762,6660.042969,1
771,2017,03-oct,2,3,6448.529172,6522.605469,1
772,2017,03-oct,3,4,6360.717619,6396.61377,1
773,2017,03-oct,4,5,6288.989468,6340.338867,1
774,2017,03-oct,5,6,6384.03392,6345.32666,1
775,2017,03-oct,6,7,6783.62869,6529.948242,1
776,2017,03-oct,7,8,7299.214062,6970.957031,1
777,2017,03-oct,8,9,7567.318592,7334.02002,1
778,2017,03-oct,9,10,7809.868009,7737.508301,1
779,2017,03-oct,10,11,7946.145705,7888.236328,1
780,2017,03-oct,11,12,8040.376587,8005.186523,1
781,2017,03-oct,12,13,8131.470428,8182.585938,1
782,2017,03-oct,13,14,8153.288466,8173.898438,1
783,2017,03-oct,14,15,8038.24178,7982.652344,1
784,2017,03-oct,15,16,8074.817692,8018.480957,1
785,2017,03-oct,16,17,8100.711,8177.23877,1
786,2017,03-oct,17,18,7985.534204,8056.15625,1
787,2017,03-oct,18,19,7690.109706,7799.726563,1
788,2017,03-oct,19,20,7657.442595,7580.092773,1
789,2017,03-oct,20,21,8002.636141,7956.286133,1
790,2017,03-oct,21,22,7832.57624,7999.526367,1
791,2017,03-oct,22,23,7630.040959,7629.77002,1
792,2017,03-oct,23,24,7325.898598,7532.564941,1
793,2017,04-oct,0,1,6875.867579,7047.96582,1
794,2017,04-oct,1,2,6683.978812,6714.27832,1
795,2017,04-oct,2,3,6473.094182,6615.837402,1
796,2017,04-oct,3,4,6399.182203,6410.490234,1
797,2017,04-oct,4,5,6432.953697,6459.886719,1
798,2017,04-oct,5,6,6521.852458,6533.933594,1
799,2017,04-oct,6,7,6950.726348,6625.299805,1
800,2017,04-oct,7,8,7545.917302,7268.619141,1
801,2017,04-oct,8,9,7812.464148,7707.195313,1
802,2017,04-oct,9,10,8061.91277,7877.196289,1
803,2017,04-oct,10,11,8145.495337,8097.785645,1
804,2017,04-oct,11,12,8134.099495,8168.23877,1
805,2017,04-oct,12,13,8172.266629,8142.223145,1
806,2017,04-oct,13,14,8144.485639,8187.413086,1
807,2017,04-oct,14,15,8056.086651,8122.289063,1
808,2017,04-oct,15,16,8014.288817,7965.235352,1
809,2017,04-oct,16,17,7969.514078,7968.552734,1
810,2017,04-oct,17,18,7830.663284,7918.56543,1
811,2017,04-oct,18,19,7573.632333,7658.935547,1
812,2017,04-oct,19,20,7614.157317,7400.664551,1
813,2017,04-oct,20,21,8037.643072,7961.032715,1
814,2017,04-oct,21,22,7860.928039,8008.114258,1
815,2017,04-oct,22,23,7607.805362,7639.551758,1
816,2017,04-oct,23,24,7240.92213,7547.686523,1
817,2017,05-oct,0,1,6858.710779,7083.805664,1
818,2017,05-oct,1,2,6699.339977,6705.917969,1
819,2017,05-oct,2,3,6562.25692,6577.847656,1
820,2017,05-oct,3,4,6466.490317,6501.519531,1
821,2017,05-oct,4,5,6507.883136,6430.177246,1
822,2017,05-oct,5,6,6586.463613,6426.1875,1
823,2017,05-oct,6,7,6952.518372,6692.140625,1
824,2017,05-oct,7,8,7477.24126,7217.774414,1
825,2017,05-oct,8,9,7679.737942,7506.168945,1
826,2017,05-oct,9,10,7952.519575,7835.966797,1
827,2017,05-oct,10,11,8120.787112,8014.117188,1
828,2017,05-oct,11,12,8300.093918,8196.186523,1
829,2017,05-oct,12,13,8349.708014,8301.416016,1
830,2017,05-oct,13,14,8367.872282,8237.288086,1
831,2017,05-oct,14,15,8299.4573,8294.165039,1
832,2017,05-oct,15,16,8265.070957,8286.496094,1
833,2017,05-oct,16,17,8233.029916,8283.445313,1
834,2017,05-oct,17,18,8120.874769,8222.288086,1
835,2017,05-oct,18,19,7827.824082,7928.310059,1
836,2017,05-oct,19,20,7784.757385,7570.262695,1
837,2017,05-oct,20,21,8195.399537,8122.083984,1
838,2017,05-oct,21,22,8018.663125,8175.353516,1
839,2017,05-oct,22,23,7778.047815,7811.952637,1
840,2017,05-oct,23,24,7430.844766,7785.104492,1
841,2017,06-oct,0,1,7029.604125,7241.54248,1
842,2017,06-oct,1,2,6840.384226,7039.800781,1
843,2017,06-oct,2,3,6700.960313,6752.610352,1
844,2017,06-oct,3,4,6592.65676,6584.635742,1
845,2017,06-oct,4,5,6617.807128,6592.037109,1
846,2017,06-oct,5,6,6714.088162,6562.351563,1
847,2017,06-oct,6,7,7099.2255,6756.398438,1
848,2017,06-oct,7,8,7627.662646,7350.427734,1
849,2017,06-oct,8,9,7870.003149,7694.042969,1
850,2017,06-oct,9,10,8159.277421,7982.648438,1
851,2017,06-oct,10,11,8244.964435,8273.917969,1
852,2017,06-oct,11,12,8367.274834,8388.092773,1
853,2017,06-oct,12,13,8466.455208,8400.417969,1
854,2017,06-oct,13,14,8481.592072,8429.702148,1
855,2017,06-oct,14,15,8420.052437,8426.204102,1
856,2017,06-oct,15,16,8386.914313,8457.374023,1
857,2017,06-oct,16,17,8403.911376,8381.586914,1
858,2017,06-oct,17,18,8245.674155,8395.912109,1
859,2017,06-oct,18,19,7898.642909,7911.651367,1
860,2017,06-oct,19,20,7754.230903,7613.561523,1
861,2017,06-oct,20,21,8159.49636,8096.703125,1
862,2017,06-oct,21,22,7971.159726,8136.290039,1
863,2017,06-oct,22,23,7822.882092,7831.489746,1
864,2017,06-oct,23,24,7566.872556,7869.956055,1
865,2017,07-oct,0,1,7224.190642,7355.923828,1
866,2017,07-oct,1,2,6960.135794,7108.58252,1
867,2017,07-oct,2,3,6744.7481,6797.094727,1
868,2017,07-oct,3,4,6597.178419,6719.385742,1
869,2017,07-oct,4,5,6568.366919,6560.321289,1
870,2017,07-oct,5,6,6578.404374,6566.321777,1
871,2017,07-oct,6,7,6732.138164,6539.516602,1
872,2017,07-oct,7,8,7026.342316,6935.969727,1
873,2017,07-oct,8,9,7298.600915,7061.812012,1
874,2017,07-oct,9,10,7606.685361,7474.583984,1
875,2017,07-oct,10,11,7732.587235,7533.415039,1
876,2017,07-oct,11,12,7855.533755,7851.977051,1
877,2017,07-oct,12,13,7905.968124,7806.693359,1
878,2017,07-oct,13,14,7829.934999,7937.509766,1
879,2017,07-oct,14,15,7638.313259,7825.841797,1
880,2017,07-oct,15,16,7524.652941,7571.890625,1
881,2017,07-oct,16,17,7499.311954,7547.005859,1
882,2017,07-oct,17,18,7406.563881,7388.23584,1
883,2017,07-oct,18,19,7348.853217,7273.132813,1
884,2017,07-oct,19,20,7599.660913,7272.517578,1
885,2017,07-oct,20,21,7822.8666,7958.128418,1
886,2017,07-oct,21,22,7573.424964,7744.540527,1
887,2017,07-oct,22,23,7279.783741,7441.357422,1
888,2017,07-oct,23,24,6868.125035,7031.097656,1
889,2017,08-oct,0,1,6478.706441,6633.246094,1
890,2017,08-oct,1,2,6201.340031,6244.253906,1
891,2017,08-oct,2,3,6034.933147,6201.098633,1
892,2017,08-oct,3,4,5982.18606,5928.454102,1
893,2017,08-oct,4,5,5880.917839,5980.53418,1
894,2017,08-oct,5,6,5798.685256,5893.354492,1
895,2017,08-oct,6,7,5805.409601,5698.993164,1
896,2017,08-oct,7,8,5916.057766,5833.573242,1
897,2017,08-oct,8,9,5941.436228,5927.61377,1
898,2017,08-oct,9,10,6195.566271,5995.121094,1
899,2017,08-oct,10,11,6327.866279,6348.395508,1
900,2017,08-oct,11,12,6345.556571,6312.876953,1
901,2017,08-oct,12,13,6361.381677,6298.24707,1
902,2017,08-oct,13,14,6366.907111,6356.349609,1
903,2017,08-oct,14,15,6335.528734,6342.099609,1
904,2017,08-oct,15,16,6249.271584,6248.15332,1
905,2017,08-oct,16,17,6285.783248,6400.717773,1
906,2017,08-oct,17,18,6230.971989,6286.338867,1
907,2017,08-oct,18,19,6194.213628,6228.663086,1
908,2017,08-oct,19,20,6614.569113,6282.157227,1
909,2017,08-oct,20,21,7198.147421,7082.492188,1
910,2017,08-oct,21,22,7146.10191,7324.03418,1
911,2017,08-oct,22,23,6922.385609,7091.972168,1
912,2017,08-oct,23,24,6464.513641,6731.47168,1
913,2017,09-oct,0,1,6077.76118,6228.59082,1
914,2017,09-oct,1,2,5868.530195,5956.676758,1
915,2017,09-oct,2,3,5734.237454,5791.514648,1
916,2017,09-oct,3,4,5716.804822,5650.588379,1
917,2017,09-oct,4,5,5775.754195,5758.637695,1
918,2017,09-oct,5,6,5967.998734,5852.555664,1
919,2017,09-oct,6,7,6501.202282,6189.775391,1
920,2017,09-oct,7,8,7131.799838,6782.767578,1
921,2017,09-oct,8,9,7395.281613,7162.208984,1
922,2017,09-oct,9,10,7832.303607,7604.733398,1
923,2017,09-oct,10,11,7974.833817,7897.716309,1
924,2017,09-oct,11,12,8155.603265,7943.960938,1
925,2017,09-oct,12,13,8269.094181,8123.667969,1
926,2017,09-oct,13,14,8254.729111,8296.994141,1
927,2017,09-oct,14,15,8265.161526,8121.899414,1
928,2017,09-oct,15,16,8300.848017,8173.917969,1
929,2017,09-oct,16,17,8332.649241,8212.864258,1
930,2017,09-oct,17,18,8199.152251,8340.161133,1
931,2017,09-oct,18,19,7914.372282,8035.354492,1
932,2017,09-oct,19,20,7825.820604,7829.234863,1
933,2017,09-oct,20,21,8202.975615,8115.578613,1
934,2017,09-oct,21,22,7979.867187,8169.118164,1
935,2017,09-oct,22,23,7762.059123,7781.946289,1
936,2017,09-oct,23,24,7424.376411,7720.097168,1
937,2017,10-oct,0,1,6981.848956,7194.94043,1
938,2017,10-oct,1,2,6732.093363,6925.004395,1
939,2017,10-oct,2,3,6618.172387,6636.415527,1
