Hora,Demanda,,,03OCC   .CR-CARGA AREA           .AV
20-jun-19 00:04:02,8604.7890625,,,
20-jun-19 00:04:04,8597.13671875,,,
20-jun-19 00:04:06,8606.7607421875,,,
20-jun-19 00:04:08,8596.47265625,,,
20-jun-19 00:04:10,8590.576171875,,,
20-jun-19 00:04:12,8590.576171875,,,
20-jun-19 00:04:14,8583.255859375,,,
20-jun-19 00:04:16,8591.0478515625,,,
20-jun-19 00:04:18,8605.150390625,,,
20-jun-19 00:04:20,8601.8369140625,,,
20-jun-19 00:04:22,8604.4208984375,,,
20-jun-19 00:04:24,8604.4208984375,,,
20-jun-19 00:04:26,8597.4853515625,,,
20-jun-19 00:04:28,8597.4853515625,,,
20-jun-19 00:04:30,8605.7587890625,,,
20-jun-19 00:04:32,8594.126953125,,,
20-jun-19 00:04:34,8594.126953125,,,
20-jun-19 00:04:36,8601.16015625,,,
20-jun-19 00:04:38,8591.11328125,,,
20-jun-19 00:04:40,8595.0625,,,
20-jun-19 00:04:42,8595.4111328125,,,
20-jun-19 00:04:44,8595.4111328125,,,
20-jun-19 00:04:46,8583.3369140625,,,
20-jun-19 00:04:48,8583.3369140625,,,
20-jun-19 00:04:50,8586.5703125,,,
20-jun-19 00:04:52,8618.66015625,,,
20-jun-19 00:04:54,8618.9365234375,,,
20-jun-19 00:04:56,8618.9365234375,,,
20-jun-19 00:04:58,8605.826171875,,,
20-jun-19 00:05:00,8642.57421875,,,
20-jun-19 00:05:02,8649.5966796875,,,
20-jun-19 00:05:04,8649.875,,,
20-jun-19 00:05:06,8649.875,,,
20-jun-19 00:05:08,8655.427734375,,,
20-jun-19 00:05:10,8649.1865234375,,,
20-jun-19 00:05:12,8655.1171875,,,
20-jun-19 00:05:14,8631.5009765625,,,
20-jun-19 00:05:16,8633.15234375,,,
20-jun-19 00:05:18,8641.4599609375,,,
20-jun-19 00:05:20,8641.4599609375,,,
20-jun-19 00:05:22,8650.7587890625,,,
20-jun-19 00:05:24,8643.0859375,,,
20-jun-19 00:05:26,8635.05859375,,,
20-jun-19 00:05:28,8629.78515625,,,
20-jun-19 00:05:30,8629.142578125,,,
20-jun-19 00:05:32,8628.6015625,,,
20-jun-19 00:05:34,8628.88671875,,,
20-jun-19 00:05:36,8633.640625,,,
20-jun-19 00:05:38,8633.640625,,,
20-jun-19 00:05:40,8633.8779296875,,,
20-jun-19 00:05:42,8616.564453125,,,
20-jun-19 00:05:44,8618.916015625,,,
20-jun-19 00:05:46,8617.00390625,,,
20-jun-19 00:05:48,8624.5791015625,,,
20-jun-19 00:05:50,8629.3671875,,,
20-jun-19 00:05:52,8629.3671875,,,
20-jun-19 00:05:54,8627.9521484375,,,
20-jun-19 00:05:56,8630.4365234375,,,
20-jun-19 00:05:58,8630.4365234375,,,
20-jun-19 00:06:00,8647.6484375,,,
20-jun-19 00:06:02,8647.6484375,,,
20-jun-19 00:06:04,8640.1171875,,,
20-jun-19 00:06:06,8642.6513671875,,,
20-jun-19 00:06:08,8642.6513671875,,,
20-jun-19 00:06:10,8621.5966796875,,,
20-jun-19 00:06:12,8621.5966796875,,,
20-jun-19 00:06:14,8576.765625,,,
20-jun-19 00:06:16,8566.6259765625,,,
20-jun-19 00:06:18,8566.6259765625,,,
20-jun-19 00:06:20,8568.302734375,,,
20-jun-19 00:06:22,8568.302734375,,,
20-jun-19 00:06:24,8569.7734375,,,
20-jun-19 00:06:26,8557.5234375,,,
20-jun-19 00:06:28,8551.0380859375,,,
20-jun-19 00:06:30,8551.755859375,,,
20-jun-19 00:06:32,8550.5458984375,,,
20-jun-19 00:06:34,8557.306640625,,,
20-jun-19 00:06:36,8557.306640625,,,
20-jun-19 00:06:38,8555.740234375,,,
20-jun-19 00:06:40,8538.9677734375,,,
20-jun-19 00:06:42,8545.30078125,,,
20-jun-19 00:06:44,8545.30078125,,,
20-jun-19 00:06:46,8546.265625,,,
20-jun-19 00:06:48,8554.908203125,,,
20-jun-19 00:06:50,8553.587890625,,,
20-jun-19 00:06:52,8558.7861328125,,,
20-jun-19 00:06:54,8558.7861328125,,,
20-jun-19 00:06:56,8547.544921875,,,
20-jun-19 00:06:58,8547.544921875,,,
20-jun-19 00:07:00,8545.267578125,,,
20-jun-19 00:07:02,8550.7509765625,,,
20-jun-19 00:07:04,8544.6064453125,,,
20-jun-19 00:07:06,8514.6689453125,,,
20-jun-19 00:07:08,8506.2001953125,,,
20-jun-19 00:07:10,8506.2001953125,,,
20-jun-19 00:07:12,8499.98828125,,,
20-jun-19 00:07:14,8532.2822265625,,,
20-jun-19 00:07:16,8547.90234375,,,
20-jun-19 00:07:18,8544.419921875,,,
20-jun-19 00:07:20,8537.181640625,,,
20-jun-19 00:07:22,8537.181640625,,,
20-jun-19 00:07:24,8547.3515625,,,
20-jun-19 00:07:26,8547.599609375,,,
20-jun-19 00:07:28,8549.2119140625,,,
20-jun-19 00:07:30,8545.849609375,,,
20-jun-19 00:07:32,8548.427734375,,,
20-jun-19 00:07:34,8552.9736328125,,,
20-jun-19 00:07:36,8556.02734375,,,
20-jun-19 00:07:38,8556.02734375,,,
20-jun-19 00:07:40,8552.728515625,,,
20-jun-19 00:07:42,8538.2744140625,,,
20-jun-19 00:07:44,8538.2744140625,,,
20-jun-19 00:07:46,8532.1484375,,,
20-jun-19 00:07:48,8526.3173828125,,,
20-jun-19 00:07:50,8526.3173828125,,,
20-jun-19 00:07:52,8533.2998046875,,,
20-jun-19 00:07:54,8533.2998046875,,,
20-jun-19 00:07:56,8529.9423828125,,,
20-jun-19 00:07:58,8529.9423828125,,,
20-jun-19 00:08:00,8529.509765625,,,
20-jun-19 00:08:02,8497.814453125,,,
20-jun-19 00:08:04,8497.814453125,,,
20-jun-19 00:08:06,8486.2841796875,,,
20-jun-19 00:08:08,8477.7958984375,,,
20-jun-19 00:08:10,8470.587890625,,,
20-jun-19 00:08:12,8461.4921875,,,
20-jun-19 00:08:14,8461.873046875,,,
20-jun-19 00:08:16,8464.4609375,,,
20-jun-19 00:08:18,8463.6015625,,,
20-jun-19 00:08:20,8463.6015625,,,
20-jun-19 00:08:22,8465.08984375,,,
20-jun-19 00:08:24,8465.08984375,,,
20-jun-19 00:08:26,8450.4384765625,,,
20-jun-19 00:08:28,8450.4384765625,,,
20-jun-19 00:08:30,8461.0791015625,,,
20-jun-19 00:08:32,8468.306640625,,,
20-jun-19 00:08:34,8468.306640625,,,
20-jun-19 00:08:36,8465.02734375,,,
20-jun-19 00:08:38,8457.9033203125,,,
20-jun-19 00:08:40,8455.158203125,,,
20-jun-19 00:08:42,8455.158203125,,,
20-jun-19 00:08:44,8449.18359375,,,
20-jun-19 00:08:46,8449.18359375,,,
20-jun-19 00:08:48,8447.240234375,,,
20-jun-19 00:08:50,8450.3896484375,,,
20-jun-19 00:08:52,8450.3896484375,,,
20-jun-19 00:08:54,8459.1298828125,,,
20-jun-19 00:08:56,8480.1103515625,,,
20-jun-19 00:08:58,8479.076171875,,,
20-jun-19 00:09:00,8486.359375,,,
20-jun-19 00:09:02,8486.359375,,,
20-jun-19 00:09:04,8478.99609375,,,
20-jun-19 00:09:06,8469.73828125,,,
20-jun-19 00:09:08,8473.3037109375,,,
20-jun-19 00:09:10,8470.525390625,,,
20-jun-19 00:09:12,8470.525390625,,,
20-jun-19 00:09:14,8478.0078125,,,
20-jun-19 00:09:16,8483.376953125,,,
20-jun-19 00:09:18,8480.158203125,,,
20-jun-19 00:09:20,8480.158203125,,,
20-jun-19 00:09:22,8489.443359375,,,
20-jun-19 00:09:24,8487.3447265625,,,
20-jun-19 00:09:26,8524.6005859375,,,
20-jun-19 00:09:28,8524.6005859375,,,
20-jun-19 00:09:30,8523.1005859375,,,
20-jun-19 00:09:32,8527.626953125,,,
20-jun-19 00:09:34,8527.626953125,,,
20-jun-19 00:09:36,8537.1259765625,,,
20-jun-19 00:09:38,8543.41796875,,,
20-jun-19 00:09:40,8542.8046875,,,
20-jun-19 00:09:42,8545.283203125,,,
20-jun-19 00:09:44,8529.681640625,,,
20-jun-19 00:09:46,8532.3837890625,,,
20-jun-19 00:09:48,8529.998046875,,,
20-jun-19 00:09:50,8531.583984375,,,
20-jun-19 00:09:52,8529.7685546875,,,
20-jun-19 00:09:54,8529.7685546875,,,
20-jun-19 00:09:56,8528.162109375,,,
20-jun-19 00:09:58,8528.162109375,,,
20-jun-19 00:10:00,8530.2666015625,,,
20-jun-19 00:10:02,8526.38671875,,,
20-jun-19 00:10:04,8525.466796875,,,
20-jun-19 00:10:06,8527.625,,,
20-jun-19 00:10:08,8527.625,,,
20-jun-19 00:10:10,8528.8994140625,,,
20-jun-19 00:10:12,8534.8193359375,,,
20-jun-19 00:10:14,8531.5048828125,,,
20-jun-19 00:10:16,8535.3173828125,,,
20-jun-19 00:10:18,8532.7548828125,,,
20-jun-19 00:10:20,8532.7548828125,,,
20-jun-19 00:10:22,8530.431640625,,,
20-jun-19 00:10:24,8533.017578125,,,
20-jun-19 00:10:26,8543.0380859375,,,
20-jun-19 00:10:28,8543.0380859375,,,
20-jun-19 00:10:30,8541.849609375,,,
20-jun-19 00:10:32,8551.7958984375,,,
20-jun-19 00:10:34,8543.359375,,,
20-jun-19 00:10:36,8544.1396484375,,,
20-jun-19 00:10:38,8544.1396484375,,,
20-jun-19 00:10:40,8542.625,,,
20-jun-19 00:10:42,8540.279296875,,,
20-jun-19 00:10:44,8529.5546875,,,
20-jun-19 00:10:46,8529.5546875,,,
20-jun-19 00:10:48,8536.060546875,,,
20-jun-19 00:10:50,8546.263671875,,,
20-jun-19 00:10:52,8539.66015625,,,
20-jun-19 00:10:54,8539.66015625,,,
20-jun-19 00:10:56,8545.9658203125,,,
20-jun-19 00:10:58,8538.146484375,,,
20-jun-19 00:11:00,8536.3232421875,,,
20-jun-19 00:11:02,8536.3232421875,,,
20-jun-19 00:11:04,8541.396484375,,,
20-jun-19 00:11:06,8529.8974609375,,,
20-jun-19 00:11:08,8510.9482421875,,,
20-jun-19 00:11:10,8510.9482421875,,,
20-jun-19 00:11:12,8518.0732421875,,,
20-jun-19 00:11:14,8517.8134765625,,,
20-jun-19 00:11:16,8515.3203125,,,
20-jun-19 00:11:18,8515.3203125,,,
20-jun-19 00:11:20,8512.859375,,,
20-jun-19 00:11:22,8512.859375,,,
20-jun-19 00:11:24,8515.9462890625,,,
20-jun-19 00:11:26,8515.9462890625,,,
20-jun-19 00:11:28,8521.28125,,,
20-jun-19 00:11:30,8517.3095703125,,,
20-jun-19 00:11:32,8513.396484375,,,
20-jun-19 00:11:34,8522.96484375,,,
20-jun-19 00:11:36,8529.208984375,,,
20-jun-19 00:11:38,8526.9716796875,,,
20-jun-19 00:11:40,8522.3271484375,,,
20-jun-19 00:11:42,8522.3271484375,,,
20-jun-19 00:11:44,8514.2412109375,,,
20-jun-19 00:11:46,8518.0869140625,,,
20-jun-19 00:11:48,8517.708984375,,,
20-jun-19 00:11:50,8507.5400390625,,,
20-jun-19 00:11:52,8507.7421875,,,
20-jun-19 00:11:54,8498.146484375,,,
20-jun-19 00:11:56,8500.388671875,,,
20-jun-19 00:11:58,8494.0888671875,,,
20-jun-19 00:12:00,8479.3642578125,,,
20-jun-19 00:12:02,8481.166015625,,,
20-jun-19 00:12:04,8478.337890625,,,
20-jun-19 00:12:06,8490.453125,,,
20-jun-19 00:12:08,8490.453125,,,
20-jun-19 00:12:10,8483.8212890625,,,
20-jun-19 00:12:12,8484.03515625,,,
20-jun-19 00:12:14,8491.572265625,,,
20-jun-19 00:12:16,8487.505859375,,,
20-jun-19 00:12:18,8487.505859375,,,
20-jun-19 00:12:20,8486.763671875,,,
20-jun-19 00:12:22,8479.607421875,,,
20-jun-19 00:12:24,8476.5166015625,,,
20-jun-19 00:12:26,8473.4609375,,,
20-jun-19 00:12:28,8473.4609375,,,
20-jun-19 00:12:30,8485.0869140625,,,
20-jun-19 00:12:32,8489.0361328125,,,
20-jun-19 00:12:34,8478.0625,,,
20-jun-19 00:12:36,8492.6962890625,,,
20-jun-19 00:12:38,8493.779296875,,,
20-jun-19 00:12:40,8493.779296875,,,
20-jun-19 00:12:42,8494.0888671875,,,
20-jun-19 00:12:44,8496.9697265625,,,
20-jun-19 00:12:46,8496.9697265625,,,
20-jun-19 00:12:48,8493.2763671875,,,
20-jun-19 00:12:50,8493.2763671875,,,
20-jun-19 00:12:52,8487.7841796875,,,
20-jun-19 00:12:54,8478.890625,,,
20-jun-19 00:12:56,8483.9228515625,,,
20-jun-19 00:12:58,8497.4111328125,,,
20-jun-19 00:13:00,8494.7841796875,,,
20-jun-19 00:13:02,8494.7841796875,,,
20-jun-19 00:13:04,8491.6962890625,,,
20-jun-19 00:13:06,8505.4404296875,,,
20-jun-19 00:13:08,8505.4404296875,,,
20-jun-19 00:13:10,8503.3974609375,,,
20-jun-19 00:13:12,8503.3974609375,,,
20-jun-19 00:13:14,8497.1572265625,,,
20-jun-19 00:13:16,8492.8896484375,,,
20-jun-19 00:13:18,8502.1767578125,,,
20-jun-19 00:13:20,8502.1767578125,,,
20-jun-19 00:13:22,8496.701171875,,,
20-jun-19 00:13:24,8515.517578125,,,
20-jun-19 00:13:26,8515.517578125,,,
20-jun-19 00:13:28,8528.7236328125,,,
20-jun-19 00:13:30,8528.7236328125,,,
20-jun-19 00:13:32,8535.671875,,,
20-jun-19 00:13:34,8516.8330078125,,,
20-jun-19 00:13:36,8528.89453125,,,
20-jun-19 00:13:38,8566.6015625,,,
20-jun-19 00:13:40,8566.6015625,,,
20-jun-19 00:13:42,8552.2568359375,,,
20-jun-19 00:13:44,8556.2490234375,,,
20-jun-19 00:13:46,8575.4951171875,,,
20-jun-19 00:13:48,8587.89453125,,,
20-jun-19 00:13:50,8588.0966796875,,,
20-jun-19 00:13:52,8584.9599609375,,,
20-jun-19 00:13:54,8585.8701171875,,,
20-jun-19 00:13:56,8588.6123046875,,,
20-jun-19 00:13:58,8585.6337890625,,,
20-jun-19 00:14:00,8585.6337890625,,,
20-jun-19 00:14:02,8582.40625,,,
20-jun-19 00:14:04,8575.375,,,
20-jun-19 00:14:06,8590.037109375,,,
20-jun-19 00:14:08,8582.8740234375,,,
20-jun-19 00:14:10,8582.8740234375,,,
20-jun-19 00:14:12,8597.09765625,,,
20-jun-19 00:14:14,8597.09765625,,,
20-jun-19 00:14:16,8604.0595703125,,,
20-jun-19 00:14:18,8604.0595703125,,,
20-jun-19 00:14:20,8602.1123046875,,,
20-jun-19 00:14:22,8596.0869140625,,,
20-jun-19 00:14:24,8596.0869140625,,,
20-jun-19 00:14:26,8591.83203125,,,
20-jun-19 00:14:28,8602.75,,,
20-jun-19 00:14:30,8602.75,,,
20-jun-19 00:14:32,8604.0234375,,,
20-jun-19 00:14:34,8612.984375,,,
20-jun-19 00:14:36,8612.654296875,,,
20-jun-19 00:14:38,8605.328125,,,
20-jun-19 00:14:40,8606.37890625,,,
20-jun-19 00:14:42,8598.2861328125,,,
20-jun-19 00:14:44,8603.759765625,,,
20-jun-19 00:14:46,8603.759765625,,,
20-jun-19 00:14:48,8585.884765625,,,
20-jun-19 00:14:50,8585.884765625,,,
20-jun-19 00:14:52,8536.94921875,,,
20-jun-19 00:14:54,8536.94921875,,,
20-jun-19 00:14:56,8530.4169921875,,,
20-jun-19 00:14:58,8530.6123046875,,,
20-jun-19 00:15:00,8530.6123046875,,,
20-jun-19 00:15:02,8518.482421875,,,
20-jun-19 00:15:04,8534.5732421875,,,
20-jun-19 00:15:06,8534.7421875,,,
20-jun-19 00:15:08,8533.435546875,,,
20-jun-19 00:15:10,8525.849609375,,,
20-jun-19 00:15:12,8525.849609375,,,
20-jun-19 00:15:14,8524.966796875,,,
20-jun-19 00:15:16,8512.36328125,,,
20-jun-19 00:15:18,8493.9013671875,,,
20-jun-19 00:15:20,8503.6865234375,,,
20-jun-19 00:15:22,8503.6865234375,,,
20-jun-19 00:15:24,8511.009765625,,,
20-jun-19 00:15:26,8495.83984375,,,
20-jun-19 00:15:28,8485.923828125,,,
20-jun-19 00:15:30,8505.4072265625,,,
20-jun-19 00:15:32,8511.833984375,,,
20-jun-19 00:15:34,8517.4248046875,,,
20-jun-19 00:15:36,8517.4248046875,,,
20-jun-19 00:15:38,8521.9658203125,,,
20-jun-19 00:15:40,8534.0126953125,,,
20-jun-19 00:15:42,8518.7021484375,,,
20-jun-19 00:15:44,8522.595703125,,,
20-jun-19 00:15:46,8525.1455078125,,,
20-jun-19 00:15:48,8520.0439453125,,,
20-jun-19 00:15:50,8520.0439453125,,,
20-jun-19 00:15:52,8524.3642578125,,,
20-jun-19 00:15:54,8525.9833984375,,,
20-jun-19 00:15:56,8536.7421875,,,
20-jun-19 00:15:58,8536.7421875,,,
20-jun-19 00:16:00,8537.4736328125,,,
20-jun-19 00:16:02,8537.4736328125,,,
20-jun-19 00:16:04,8531.3544921875,,,
20-jun-19 00:16:06,8536.5390625,,,
20-jun-19 00:16:08,8536.5390625,,,
20-jun-19 00:16:10,8552.0322265625,,,
20-jun-19 00:16:12,8542.3115234375,,,
20-jun-19 00:16:14,8542.3115234375,,,
20-jun-19 00:16:16,8540.6689453125,,,
20-jun-19 00:16:18,8540.6689453125,,,
20-jun-19 00:16:20,8545.2333984375,,,
20-jun-19 00:16:22,8555.490234375,,,
20-jun-19 00:16:24,8555.853515625,,,
20-jun-19 00:16:26,8561.5556640625,,,
20-jun-19 00:16:28,8559.716796875,,,
20-jun-19 00:16:30,8560.955078125,,,
20-jun-19 00:16:32,8560.955078125,,,
20-jun-19 00:16:34,8563.42578125,,,
20-jun-19 00:16:36,8563.42578125,,,
20-jun-19 00:16:38,8554.091796875,,,
20-jun-19 00:16:40,8564.287109375,,,
20-jun-19 00:16:42,8566.5751953125,,,
20-jun-19 00:16:44,8578.767578125,,,
20-jun-19 00:16:46,8560.7470703125,,,
20-jun-19 00:16:48,8568.75,,,
20-jun-19 00:16:50,8568.75,,,
20-jun-19 00:16:52,8562.5654296875,,,
20-jun-19 00:16:54,8568.544921875,,,
20-jun-19 00:16:56,8567.2646484375,,,
20-jun-19 00:16:58,8570.2060546875,,,
20-jun-19 00:17:00,8570.2060546875,,,
20-jun-19 00:17:02,8579.4521484375,,,
20-jun-19 00:17:04,8579.58203125,,,
20-jun-19 00:17:06,8569.390625,,,
20-jun-19 00:17:08,8569.390625,,,
20-jun-19 00:17:10,8568.8671875,,,
20-jun-19 00:17:12,8573.564453125,,,
20-jun-19 00:17:14,8580.5986328125,,,
20-jun-19 00:17:16,8580.5986328125,,,
20-jun-19 00:17:18,8573.109375,,,
20-jun-19 00:17:20,8573.109375,,,
20-jun-19 00:17:22,8564.5302734375,,,
20-jun-19 00:17:24,8564.5302734375,,,
20-jun-19 00:17:26,8543.7373046875,,,
20-jun-19 00:17:28,8567.7783203125,,,
20-jun-19 00:17:30,8571.41015625,,,
20-jun-19 00:17:32,8571.41015625,,,
20-jun-19 00:17:34,8568.1455078125,,,
20-jun-19 00:17:36,8569.1611328125,,,
20-jun-19 00:17:38,8578.0537109375,,,
20-jun-19 00:17:40,8579.1923828125,,,
20-jun-19 00:17:42,8569.296875,,,
20-jun-19 00:17:44,8569.296875,,,
20-jun-19 00:17:46,8578.8955078125,,,
20-jun-19 00:17:48,8568.05859375,,,
20-jun-19 00:17:50,8574.419921875,,,
20-jun-19 00:17:52,8581.611328125,,,
20-jun-19 00:17:54,8582.3115234375,,,
20-jun-19 00:17:56,8582.3115234375,,,
20-jun-19 00:17:58,8587.3115234375,,,
20-jun-19 00:18:00,8612.548828125,,,
20-jun-19 00:18:02,8626.9013671875,,,
20-jun-19 00:18:04,8622.0009765625,,,
20-jun-19 00:18:06,8622.0009765625,,,
20-jun-19 00:18:08,8621.7978515625,,,
20-jun-19 00:18:10,8612.267578125,,,
20-jun-19 00:18:12,8619.166015625,,,
20-jun-19 00:18:14,8619.166015625,,,
20-jun-19 00:18:16,8613.6337890625,,,
20-jun-19 00:18:18,8614.4541015625,,,
20-jun-19 00:18:20,8614.4541015625,,,
20-jun-19 00:18:22,8615.4287109375,,,
20-jun-19 00:18:24,8611.42578125,,,
20-jun-19 00:18:26,8601.49609375,,,
20-jun-19 00:18:28,8600.8125,,,
20-jun-19 00:18:30,8600.8125,,,
20-jun-19 00:18:32,8600.2626953125,,,
20-jun-19 00:18:34,8596.736328125,,,
20-jun-19 00:18:36,8604.890625,,,
20-jun-19 00:18:38,8604.890625,,,
20-jun-19 00:18:40,8608.15625,,,
20-jun-19 00:18:42,8608.15625,,,
20-jun-19 00:18:44,8611.3046875,,,
20-jun-19 00:18:46,8612.78125,,,
20-jun-19 00:18:48,8612.78125,,,
20-jun-19 00:18:50,8605.609375,,,
20-jun-19 00:18:52,8610.25390625,,,
20-jun-19 00:18:54,8613.125,,,
20-jun-19 00:18:56,8611.23046875,,,
20-jun-19 00:18:58,8611.23046875,,,
20-jun-19 00:19:00,8607.505859375,,,
20-jun-19 00:19:02,8600.3798828125,,,
20-jun-19 00:19:04,8603.640625,,,
20-jun-19 00:19:06,8603.640625,,,
20-jun-19 00:19:08,8607.79296875,,,
20-jun-19 00:19:10,8607.29296875,,,
20-jun-19 00:19:12,8607.29296875,,,
20-jun-19 00:19:14,8601.408203125,,,
20-jun-19 00:19:16,8603.3203125,,,
20-jun-19 00:19:18,8603.3203125,,,
20-jun-19 00:19:20,8597.044921875,,,
20-jun-19 00:19:22,8596.43359375,,,
20-jun-19 00:19:24,8596.43359375,,,
20-jun-19 00:19:26,8596.0400390625,,,
20-jun-19 00:19:28,8596.0400390625,,,
20-jun-19 00:19:30,8594.38671875,,,
20-jun-19 00:19:32,8594.38671875,,,
20-jun-19 00:19:34,8595.27734375,,,
20-jun-19 00:19:36,8592.5732421875,,,
20-jun-19 00:19:38,8581.166015625,,,
20-jun-19 00:19:40,8581.166015625,,,
20-jun-19 00:19:42,8560.5146484375,,,
20-jun-19 00:19:44,8560.5146484375,,,
20-jun-19 00:19:46,8556.25,,,
20-jun-19 00:19:48,8551.796875,,,
20-jun-19 00:19:50,8547.4443359375,,,
