Hora,Demanda,,,03OCC   .CR-CARGA AREA           .AV
08-ene-19 00:05:48,7249.7919921875,,,
08-ene-19 00:05:50,7249.9326171875,,,
08-ene-19 00:05:52,7251.25927734375,,,
08-ene-19 00:05:54,7247.107421875,,,
08-ene-19 00:05:56,7234.5478515625,,,
08-ene-19 00:05:58,7232.9140625,,,
08-ene-19 00:06:00,7236.287109375,,,
08-ene-19 00:06:02,7239.86572265625,,,
08-ene-19 00:06:04,7240.0283203125,,,
08-ene-19 00:06:06,7225.39453125,,,
08-ene-19 00:06:08,7220.4208984375,,,
08-ene-19 00:06:10,7219.45849609375,,,
08-ene-19 00:06:12,7229.1767578125,,,
08-ene-19 00:06:14,7225.59228515625,,,
08-ene-19 00:06:16,7217.31884765625,,,
08-ene-19 00:06:18,7224.1689453125,,,
08-ene-19 00:06:20,7224.48681640625,,,
08-ene-19 00:06:22,7224.48681640625,,,
08-ene-19 00:06:24,7222.4609375,,,
08-ene-19 00:06:26,7226.8671875,,,
08-ene-19 00:06:28,7223.09912109375,,,
08-ene-19 00:06:30,7222.517578125,,,
08-ene-19 00:06:32,7218.77783203125,,,
08-ene-19 00:06:34,7213.404296875,,,
08-ene-19 00:06:36,7216.41796875,,,
08-ene-19 00:06:38,7223.634765625,,,
08-ene-19 00:06:40,7224.0546875,,,
08-ene-19 00:06:42,7221.935546875,,,
08-ene-19 00:06:44,7214.25146484375,,,
08-ene-19 00:06:46,7224.7451171875,,,
08-ene-19 00:06:48,7225.70068359375,,,
08-ene-19 00:06:50,7224.9248046875,,,
08-ene-19 00:06:52,7219.21875,,,
08-ene-19 00:06:54,7221.96630859375,,,
08-ene-19 00:06:56,7224.81689453125,,,
08-ene-19 00:06:58,7232.2998046875,,,
08-ene-19 00:07:00,7232.1630859375,,,
08-ene-19 00:07:02,7232.734375,,,
08-ene-19 00:07:04,7224.88427734375,,,
08-ene-19 00:07:06,7224.2314453125,,,
08-ene-19 00:07:08,7223.84375,,,
08-ene-19 00:07:10,7226.1357421875,,,
08-ene-19 00:07:12,7227.20361328125,,,
08-ene-19 00:07:14,7226.6103515625,,,
08-ene-19 00:07:16,7240.7626953125,,,
08-ene-19 00:07:18,7242.455078125,,,
08-ene-19 00:07:20,7242.3896484375,,,
08-ene-19 00:07:22,7255.072265625,,,
08-ene-19 00:07:24,7258.859375,,,
08-ene-19 00:07:26,7260.109375,,,
08-ene-19 00:07:28,7256.9990234375,,,
08-ene-19 00:07:30,7257.41552734375,,,
08-ene-19 00:07:32,7262.42626953125,,,
08-ene-19 00:07:34,7259.1982421875,,,
08-ene-19 00:07:36,7261.3076171875,,,
08-ene-19 00:07:38,7258.7578125,,,
08-ene-19 00:07:40,7261.8212890625,,,
08-ene-19 00:07:42,7249.88623046875,,,
08-ene-19 00:07:44,7245.1201171875,,,
08-ene-19 00:07:46,7227.361328125,,,
08-ene-19 00:07:48,7193.85986328125,,,
08-ene-19 00:07:50,7189.67724609375,,,
08-ene-19 00:07:52,7190.5830078125,,,
08-ene-19 00:07:54,7189.6435546875,,,
08-ene-19 00:07:56,7189.5703125,,,
08-ene-19 00:07:58,7185.619140625,,,
08-ene-19 00:08:00,7180.22900390625,,,
08-ene-19 00:08:02,7182.0087890625,,,
08-ene-19 00:08:04,7193.4404296875,,,
08-ene-19 00:08:06,7202.369140625,,,
08-ene-19 00:08:08,7189.75732421875,,,
08-ene-19 00:08:10,7187.14208984375,,,
08-ene-19 00:08:12,7189.859375,,,
08-ene-19 00:08:14,7191.18408203125,,,
08-ene-19 00:08:16,7199.3642578125,,,
08-ene-19 00:08:18,7203.77734375,,,
08-ene-19 00:08:20,7209.01171875,,,
08-ene-19 00:08:22,7204.9560546875,,,
08-ene-19 00:08:24,7196.90283203125,,,
08-ene-19 00:08:26,7195.572265625,,,
08-ene-19 00:08:28,7191.1767578125,,,
08-ene-19 00:08:30,7188.49609375,,,
08-ene-19 00:08:32,7201.75,,,
08-ene-19 00:08:34,7203.5458984375,,,
08-ene-19 00:08:36,7201.02587890625,,,
08-ene-19 00:08:38,7193.37890625,,,
08-ene-19 00:08:40,7190.966796875,,,
08-ene-19 00:08:42,7183.2509765625,,,
08-ene-19 00:08:44,7181.0234375,,,
08-ene-19 00:08:46,7181.92529296875,,,
08-ene-19 00:08:48,7189.900390625,,,
08-ene-19 00:08:50,7195.70068359375,,,
08-ene-19 00:08:52,7181.1728515625,,,
08-ene-19 00:08:54,7180.4443359375,,,
08-ene-19 00:08:56,7186.66943359375,,,
08-ene-19 00:08:58,7183.1591796875,,,
08-ene-19 00:09:00,7188.623046875,,,
08-ene-19 00:09:02,7190.0166015625,,,
08-ene-19 00:09:04,7213.5322265625,,,
08-ene-19 00:09:06,7220.302734375,,,
08-ene-19 00:09:08,7236.6689453125,,,
08-ene-19 00:09:10,7233.3544921875,,,
08-ene-19 00:09:12,7233.3544921875,,,
08-ene-19 00:09:14,7238.4453125,,,
08-ene-19 00:09:16,7232.888671875,,,
08-ene-19 00:09:18,7240.40087890625,,,
08-ene-19 00:09:20,7246.23046875,,,
08-ene-19 00:09:22,7244.58447265625,,,
08-ene-19 00:09:24,7250.0625,,,
08-ene-19 00:09:26,7251.556640625,,,
08-ene-19 00:09:28,7253.28369140625,,,
08-ene-19 00:09:30,7254.64013671875,,,
08-ene-19 00:09:32,7251.39404296875,,,
08-ene-19 00:09:34,7256.63720703125,,,
08-ene-19 00:09:36,7260.822265625,,,
08-ene-19 00:09:38,7258.52734375,,,
08-ene-19 00:09:40,7263.98046875,,,
08-ene-19 00:09:42,7263.98046875,,,
08-ene-19 00:09:44,7266.7685546875,,,
08-ene-19 00:09:46,7269.58251953125,,,
08-ene-19 00:09:48,7251.2919921875,,,
08-ene-19 00:09:50,7255.8701171875,,,
08-ene-19 00:09:52,7254.9384765625,,,
08-ene-19 00:09:54,7260.2265625,,,
08-ene-19 00:09:56,7258.86962890625,,,
08-ene-19 00:09:58,7255.5615234375,,,
08-ene-19 00:10:00,7252.10498046875,,,
08-ene-19 00:10:02,7243.97412109375,,,
08-ene-19 00:10:04,7234.509765625,,,
08-ene-19 00:10:06,7233.1943359375,,,
08-ene-19 00:10:08,7234.8486328125,,,
08-ene-19 00:10:10,7239.88818359375,,,
08-ene-19 00:10:12,7242.86572265625,,,
08-ene-19 00:10:14,7245.47119140625,,,
08-ene-19 00:10:16,7257.802734375,,,
08-ene-19 00:10:18,7244.28759765625,,,
08-ene-19 00:10:20,7231.2177734375,,,
08-ene-19 00:10:22,7225.5595703125,,,
08-ene-19 00:10:24,7222.9404296875,,,
08-ene-19 00:10:26,7212.5771484375,,,
08-ene-19 00:10:28,7209.3154296875,,,
08-ene-19 00:10:30,7217.02734375,,,
08-ene-19 00:10:32,7209.392578125,,,
08-ene-19 00:10:34,7210.76708984375,,,
08-ene-19 00:10:36,7215.328125,,,
08-ene-19 00:10:38,7211.859375,,,
08-ene-19 00:10:40,7215.3828125,,,
08-ene-19 00:10:42,7214.91162109375,,,
08-ene-19 00:10:44,7211.796875,,,
08-ene-19 00:10:46,7218.62255859375,,,
08-ene-19 00:10:48,7215.64404296875,,,
08-ene-19 00:10:50,7205.9267578125,,,
08-ene-19 00:10:52,7219.0439453125,,,
08-ene-19 00:10:54,7219.62060546875,,,
08-ene-19 00:10:56,7213.5849609375,,,
08-ene-19 00:10:58,7210.11865234375,,,
08-ene-19 00:11:00,7210.388671875,,,
08-ene-19 00:11:02,7215.7890625,,,
08-ene-19 00:11:04,7221.68310546875,,,
08-ene-19 00:11:06,7218.818359375,,,
08-ene-19 00:11:08,7219.7841796875,,,
08-ene-19 00:11:10,7225.0205078125,,,
08-ene-19 00:11:12,7221.41748046875,,,
08-ene-19 00:11:14,7224.0068359375,,,
08-ene-19 00:11:16,7229.26708984375,,,
08-ene-19 00:11:18,7238.3037109375,,,
08-ene-19 00:11:20,7223.41015625,,,
08-ene-19 00:11:22,7221.6787109375,,,
08-ene-19 00:11:24,7218.9150390625,,,
08-ene-19 00:11:26,7215.6162109375,,,
08-ene-19 00:11:28,7214.40673828125,,,
08-ene-19 00:11:30,7212.4169921875,,,
08-ene-19 00:11:32,7216.33984375,,,
08-ene-19 00:11:34,7216.87890625,,,
08-ene-19 00:11:36,7214.7734375,,,
08-ene-19 00:11:38,7206.9853515625,,,
08-ene-19 00:11:40,7209.60888671875,,,
08-ene-19 00:11:42,7205.626953125,,,
08-ene-19 00:11:44,7205.97900390625,,,
08-ene-19 00:11:46,7211.5068359375,,,
08-ene-19 00:11:48,7218.24658203125,,,
08-ene-19 00:11:50,7216.107421875,,,
08-ene-19 00:11:52,7224.2216796875,,,
08-ene-19 00:11:54,7231.83203125,,,
08-ene-19 00:11:56,7242.392578125,,,
08-ene-19 00:11:58,7243.86181640625,,,
08-ene-19 00:12:00,7243.2578125,,,
08-ene-19 00:12:02,7242.01513671875,,,
08-ene-19 00:12:04,7228.58544921875,,,
08-ene-19 00:12:06,7230.201171875,,,
08-ene-19 00:12:08,7236.4345703125,,,
08-ene-19 00:12:10,7233.89208984375,,,
08-ene-19 00:12:12,7239.501953125,,,
08-ene-19 00:12:14,7240.1259765625,,,
08-ene-19 00:12:16,7237.5205078125,,,
08-ene-19 00:12:18,7228.95458984375,,,
08-ene-19 00:12:20,7241.306640625,,,
08-ene-19 00:12:22,7248.8916015625,,,
08-ene-19 00:12:24,7249.15380859375,,,
08-ene-19 00:12:26,7248.13671875,,,
08-ene-19 00:12:28,7253.4384765625,,,
08-ene-19 00:12:30,7245.64501953125,,,
08-ene-19 00:12:32,7245.3818359375,,,
08-ene-19 00:12:34,7256.568359375,,,
08-ene-19 00:12:36,7247.62890625,,,
08-ene-19 00:12:38,7251.0654296875,,,
08-ene-19 00:12:40,7253.15771484375,,,
08-ene-19 00:12:42,7255.79638671875,,,
08-ene-19 00:12:44,7260.748046875,,,
08-ene-19 00:12:46,7254.95703125,,,
08-ene-19 00:12:48,7255.4775390625,,,
08-ene-19 00:12:50,7257.65380859375,,,
08-ene-19 00:12:52,7241.7294921875,,,
08-ene-19 00:12:54,7235.0458984375,,,
08-ene-19 00:12:56,7233.6181640625,,,
08-ene-19 00:12:58,7217.7431640625,,,
08-ene-19 00:13:00,7224.1630859375,,,
08-ene-19 00:13:02,7207.62451171875,,,
08-ene-19 00:13:04,7200.9287109375,,,
08-ene-19 00:13:06,7196.36181640625,,,
08-ene-19 00:13:08,7198.8916015625,,,
08-ene-19 00:13:10,7203.10107421875,,,
08-ene-19 00:13:12,7209.7060546875,,,
08-ene-19 00:13:14,7198.9853515625,,,
08-ene-19 00:13:16,7206.4052734375,,,
08-ene-19 00:13:18,7205.849609375,,,
08-ene-19 00:13:20,7207.609375,,,
08-ene-19 00:13:22,7202.59521484375,,,
08-ene-19 00:13:24,7204.50634765625,,,
08-ene-19 00:13:26,7197.623046875,,,
08-ene-19 00:13:28,7193.78515625,,,
08-ene-19 00:13:30,7199.26806640625,,,
08-ene-19 00:13:32,7202.423828125,,,
08-ene-19 00:13:34,7190.876953125,,,
08-ene-19 00:13:36,7206.5625,,,
08-ene-19 00:13:38,7213.24169921875,,,
08-ene-19 00:13:40,7190.99365234375,,,
08-ene-19 00:13:42,7192.8837890625,,,
08-ene-19 00:13:44,7201.921875,,,
08-ene-19 00:13:46,7206.07421875,,,
08-ene-19 00:13:48,7207.5361328125,,,
08-ene-19 00:13:50,7219.25048828125,,,
08-ene-19 00:13:52,7201.07421875,,,
08-ene-19 00:13:54,7197.482421875,,,
08-ene-19 00:13:56,7195.5830078125,,,
08-ene-19 00:13:58,7194.4296875,,,
08-ene-19 00:14:00,7189.48681640625,,,
08-ene-19 00:14:02,7194.041015625,,,
08-ene-19 00:14:04,7199.5009765625,,,
08-ene-19 00:14:06,7199.00732421875,,,
08-ene-19 00:14:08,7198.8388671875,,,
08-ene-19 00:14:10,7200.33203125,,,
08-ene-19 00:14:12,7193.771484375,,,
08-ene-19 00:14:14,7190.6064453125,,,
08-ene-19 00:14:16,7185.365234375,,,
08-ene-19 00:14:18,7185.115234375,,,
08-ene-19 00:14:20,7184.7236328125,,,
08-ene-19 00:14:22,7183.640625,,,
08-ene-19 00:14:24,7180.158203125,,,
08-ene-19 00:14:26,7183.2412109375,,,
08-ene-19 00:14:28,7200.5087890625,,,
08-ene-19 00:14:30,7191.76025390625,,,
08-ene-19 00:14:32,7199.56494140625,,,
08-ene-19 00:14:34,7193.5234375,,,
08-ene-19 00:14:36,7179.57177734375,,,
08-ene-19 00:14:38,7188.8173828125,,,
08-ene-19 00:14:40,7187.42138671875,,,
08-ene-19 00:14:42,7182.3583984375,,,
08-ene-19 00:14:44,7176.2578125,,,
08-ene-19 00:14:46,7175.7060546875,,,
08-ene-19 00:14:48,7182.634765625,,,
08-ene-19 00:14:50,7183.01806640625,,,
08-ene-19 00:14:52,7177.7421875,,,
08-ene-19 00:14:54,7176.77978515625,,,
08-ene-19 00:14:56,7182.8623046875,,,
08-ene-19 00:14:58,7183.93359375,,,
08-ene-19 00:15:00,7173.52294921875,,,
08-ene-19 00:15:02,7178.49267578125,,,
08-ene-19 00:15:04,7180.9912109375,,,
08-ene-19 00:15:06,7179.060546875,,,
08-ene-19 00:15:08,7180.791015625,,,
08-ene-19 00:15:10,7180.791015625,,,
08-ene-19 00:15:12,7180.0595703125,,,
08-ene-19 00:15:14,7178.5244140625,,,
08-ene-19 00:15:16,7186.47900390625,,,
08-ene-19 00:15:18,7193.171875,,,
08-ene-19 00:15:20,7184.083984375,,,
08-ene-19 00:15:22,7182.2978515625,,,
08-ene-19 00:15:24,7185.96484375,,,
08-ene-19 00:15:26,7182.7265625,,,
08-ene-19 00:15:28,7186.5830078125,,,
08-ene-19 00:15:30,7180.20947265625,,,
08-ene-19 00:15:32,7174.046875,,,
08-ene-19 00:15:34,7169.28173828125,,,
08-ene-19 00:15:36,7167.74609375,,,
08-ene-19 00:15:38,7171.6708984375,,,
08-ene-19 00:15:40,7168.2744140625,,,
08-ene-19 00:15:42,7163.2421875,,,
08-ene-19 00:15:44,7160.1796875,,,
08-ene-19 00:15:46,7163.5185546875,,,
08-ene-19 00:15:48,7165.19921875,,,
08-ene-19 00:15:50,7167.62744140625,,,
08-ene-19 00:15:52,7149.044921875,,,
08-ene-19 00:15:54,7149.34814453125,,,
08-ene-19 00:15:56,7144.4111328125,,,
08-ene-19 00:15:58,7155.4912109375,,,
08-ene-19 00:16:00,7151.3212890625,,,
08-ene-19 00:16:02,7166.244140625,,,
08-ene-19 00:16:04,7169.8447265625,,,
08-ene-19 00:16:06,7156.75537109375,,,
08-ene-19 00:16:08,7151.80419921875,,,
08-ene-19 00:16:10,7154.62890625,,,
08-ene-19 00:16:12,7149.18212890625,,,
08-ene-19 00:16:14,7153.8603515625,,,
08-ene-19 00:16:16,7161.35400390625,,,
08-ene-19 00:16:18,7160.29052734375,,,
08-ene-19 00:16:20,7146.77392578125,,,
08-ene-19 00:16:22,7157.3779296875,,,
08-ene-19 00:16:24,7152.0654296875,,,
08-ene-19 00:16:26,7142.1044921875,,,
08-ene-19 00:16:28,7149.302734375,,,
08-ene-19 00:16:30,7158.42138671875,,,
08-ene-19 00:16:32,7150.30615234375,,,
08-ene-19 00:16:34,7162.701171875,,,
08-ene-19 00:16:36,7164.36474609375,,,
08-ene-19 00:16:38,7162.98828125,,,
08-ene-19 00:16:40,7164.71533203125,,,
08-ene-19 00:16:42,7173.78857421875,,,
08-ene-19 00:16:44,7171.48046875,,,
08-ene-19 00:16:46,7164.0078125,,,
08-ene-19 00:16:48,7170.84033203125,,,
08-ene-19 00:16:50,7173.34521484375,,,
08-ene-19 00:16:52,7175.45068359375,,,
08-ene-19 00:16:54,7168.2822265625,,,
08-ene-19 00:16:56,7167.703125,,,
08-ene-19 00:16:58,7167.16064453125,,,
08-ene-19 00:17:00,7170.916015625,,,
08-ene-19 00:17:02,7175.4873046875,,,
08-ene-19 00:17:04,7168.42431640625,,,
08-ene-19 00:17:06,7174.54931640625,,,
08-ene-19 00:17:08,7167.873046875,,,
08-ene-19 00:17:10,7171.32861328125,,,
08-ene-19 00:17:12,7167.6767578125,,,
08-ene-19 00:17:14,7173.64208984375,,,
08-ene-19 00:17:16,7184.169921875,,,
08-ene-19 00:17:18,7186.61376953125,,,
08-ene-19 00:17:20,7176.0966796875,,,
08-ene-19 00:17:22,7175.46875,,,
08-ene-19 00:17:24,7176.17333984375,,,
08-ene-19 00:17:26,7173.4619140625,,,
08-ene-19 00:17:28,7181.2529296875,,,
08-ene-19 00:17:30,7171.3896484375,,,
08-ene-19 00:17:32,7169.60986328125,,,
08-ene-19 00:17:34,7164.771484375,,,
08-ene-19 00:17:36,7165.28515625,,,
08-ene-19 00:17:38,7165.6904296875,,,
08-ene-19 00:17:40,7170.83837890625,,,
08-ene-19 00:17:42,7170.1943359375,,,
08-ene-19 00:17:44,7168.65478515625,,,
08-ene-19 00:17:46,7168.296875,,,
08-ene-19 00:17:48,7156.041015625,,,
08-ene-19 00:17:50,7155.5400390625,,,
08-ene-19 00:17:52,7131.9716796875,,,
08-ene-19 00:17:54,7134.56494140625,,,
08-ene-19 00:17:56,7129.34912109375,,,
08-ene-19 00:17:58,7133.55224609375,,,
08-ene-19 00:18:00,7140.181640625,,,
08-ene-19 00:18:02,7157.8720703125,,,
08-ene-19 00:18:04,7158.3076171875,,,
08-ene-19 00:18:06,7171.6630859375,,,
08-ene-19 00:18:08,7169.44287109375,,,
08-ene-19 00:18:10,7155.908203125,,,
08-ene-19 00:18:12,7166.69189453125,,,
08-ene-19 00:18:14,7158.044921875,,,
08-ene-19 00:18:16,7159.818359375,,,
08-ene-19 00:18:18,7171.2607421875,,,
08-ene-19 00:18:20,7170.5224609375,,,
08-ene-19 00:18:22,7176.49462890625,,,
08-ene-19 00:18:24,7179.5576171875,,,
08-ene-19 00:18:26,7177.94921875,,,
08-ene-19 00:18:28,7171.822265625,,,
08-ene-19 00:18:30,7167.14453125,,,
08-ene-19 00:18:32,7161.6015625,,,
08-ene-19 00:18:34,7163.4921875,,,
08-ene-19 00:18:36,7171.0205078125,,,
08-ene-19 00:18:38,7169.94140625,,,
08-ene-19 00:18:40,7168.60205078125,,,
08-ene-19 00:18:42,7165.6474609375,,,
08-ene-19 00:18:44,7162.2578125,,,
08-ene-19 00:18:46,7162.4765625,,,
08-ene-19 00:18:48,7159.123046875,,,
08-ene-19 00:18:50,7155.68212890625,,,
08-ene-19 00:18:52,7163.3056640625,,,
08-ene-19 00:18:54,7158.310546875,,,
08-ene-19 00:18:56,7159.53271484375,,,
08-ene-19 00:18:58,7160.078125,,,
08-ene-19 00:19:00,7150.7666015625,,,
08-ene-19 00:19:02,7155.09765625,,,
08-ene-19 00:19:04,7154.685546875,,,
08-ene-19 00:19:06,7154.87353515625,,,
08-ene-19 00:19:08,7153.07177734375,,,
08-ene-19 00:19:10,7154.232421875,,,
08-ene-19 00:19:12,7154.82666015625,,,
08-ene-19 00:19:14,7151.84326171875,,,
08-ene-19 00:19:16,7155.8251953125,,,
08-ene-19 00:19:18,7160.3876953125,,,
08-ene-19 00:19:20,7153.63232421875,,,
08-ene-19 00:19:22,7156.66357421875,,,
08-ene-19 00:19:24,7160.326171875,,,
08-ene-19 00:19:26,7163.0029296875,,,
08-ene-19 00:19:28,7164.0048828125,,,
08-ene-19 00:19:30,7156.6455078125,,,
08-ene-19 00:19:32,7159.5263671875,,,
08-ene-19 00:19:34,7168.52685546875,,,
