seg,ver_comp,inv_comp
5230,7928.369141,5513.850098
5232,7928.037109,5511.38916
5234,7928.037109,5503.942383
5236,7939.514648,5511.263184
5238,7939.514648,5513.768066
5240,7941.144531,5511.626953
5242,7956.533203,5514.138672
5244,7953.191406,5514.65625
5246,7950.679688,5517.043945
5248,7951.158203,5505.3125
5250,7951.297852,5509.458984
5252,7947.601563,5517.512695
5254,7947.601563,5523.447754
5256,7940.491211,5513.307617
5258,7933.697754,5514.188965
5260,7933.697754,5511.06543
5262,7951.099609,5524.355469
5264,7968.891113,5525.125
5266,7958.533203,5519.186523
5268,7964.131836,5517.645508
5270,7965.72168,5511.935547
5272,7965.72168,5510.427734
5274,7951.00293,5506.401367
5276,7950.254883,5514.123047
5278,7956.752441,5510.725586
5280,7956.752441,5519.777344
5282,7963.019531,5527.133789
5284,7958.934082,5520.51416
5286,7953.911621,5518.504883
5288,7957.585449,5516.75
5290,7957.585449,5517.319336
5292,7960.662109,5510.799316
5294,7958.623047,5512.98877
5296,7961.131836,5527.359375
5298,7964.102539,5520.166992
5300,7955.708496,5521.115234
5302,7958.738281,5511.735352
5304,7958.738281,5518.787598
5306,7963.751465,5515.260254
5308,7963.751465,5511.295898
5310,7968.936523,5501.856445
5312,7968.936523,5513.786133
5314,7959.499023,5506.275879
5316,7955.710938,5510.241211
5318,7955.710938,5503.335938
5320,7962.436035,5508.524414
5322,7971.580566,5512.146484
5324,7971.580566,5508.746094
5326,7973.820313,5511.535156
5328,7966.616211,5519.850586
5330,7966.616211,5523.627441
5332,7975.693359,5522.146973
5334,8010.817383,5510.168945
5336,8010.817383,5513.604492
5338,8011.253418,5511.823242
5340,8008.682617,5512.6875
5342,8024.366211,5535.060547
5344,8024.366211,5532.569336
5346,8042.306152,5528.109863
5348,8034.560547,5533.405762
5350,8034.560547,5534.585938
5352,8032.561523,5529.291016
5354,8033.473145,5526.679688
5356,8035.201172,5518.532227
5358,8035.201172,5511.695313
5360,8034.573242,5521.766602
5362,8037.092773,5545.899414
5364,8036.300781,5528.717773
5366,8036.300781,5529.887695
5368,8036.789063,5525.382813
5370,8034.347656,5527.355469
5372,8034.347656,5523.429688
5374,8037.998535,5531.208008
5376,8037.998535,5529.049805
5378,8027.34082,5517.246094
5380,8027.34082,5518.430664
5382,8029.742188,5512.227051
5384,8027.150879,5510.591309
5386,8019.701172,5517.868164
5388,8011.489258,5517.949219
5390,8026.188477,5523.075195
5392,8026.188477,5524.59375
5394,8015.731445,5531.890625
5396,8005.202148,5528.742188
5398,8014.72168,5532.446289
5400,8014.72168,5524.005859
5402,8021.577148,5521.94873
5404,8023.108887,5525.041504
5406,8021.994141,5527.92627
5408,8019.257813,5527.321289
5410,8030.635742,5524.882813
5412,8030.635742,5523.287598
5414,8035.993164,5530.839355
5416,8033.171387,5529.044922
5418,8034.98584,5529.73584
5420,8034.98584,5531.868652
5422,8039.427246,5541.033203
5424,8038.950684,5522.676758
5426,8038.950684,5520.729004
5428,8038.214844,5526.087891
5430,8029.720703,5528.471191
5432,8033.0625,5526.616211
5434,8028.202148,5527.779297
5436,8033.470215,5525.299805
5438,8033.470215,5523.360352
5440,8032.687988,5527.943359
5442,8030.723145,5528.106934
5444,8024.379883,5536.520996
5446,8000.850586,5531.889648
5448,8000.850586,5528.897461
5450,7987.610352,5527.588379
5452,7984.96582,5524.962402
5454,7987.496094,5530.761719
5456,7989.178711,5528.141602
5458,7981.05957,5527.880859
5460,7981.05957,5529.475586
5462,7985.378906,5515.983398
5464,7983.332031,5521.649414
5466,7985.79834,5522.199707
5468,7980.714844,5521.110352
5470,7984.630371,5522.265137
5472,7979.568359,5525.664063
5474,7979.568359,5519.696289
5476,7979.568359,5516.722656
5478,7981.692871,5524.080078
5480,7981.105469,5524.92041
5482,7988.786621,5516.25
5484,7975.883789,5514.972168
5486,7975.93457,5524.953613
5488,7975.93457,5527.019531
5490,7972.219727,5515.861816
5492,7973.416016,5510.669922
5494,7973.416016,5510.100586
5496,7969.258301,5516.708984
5498,7967.92041,5506.19873
5500,7958.047363,5516.491699
5502,7956.58252,5519.848633
5504,7959.685547,5512.408691
5506,7959.685547,5511.091797
5508,7960.674805,5512.32666
5510,7958.111328,5510.98877
5512,7949.801758,5517.578125
5514,7949.801758,5522.136719
5516,7947.587891,5518.335938
5518,7940.422852,5519.337891
5520,7940.422852,5521.673828
5522,7931.169434,5523.748047
5524,7924.877441,5520.71875
5526,7924.508789,5518.597656
5528,7924.950195,5518.495117
5530,7923.756836,5517.813477
5532,7930.730957,5513.633301
5534,7930.663574,5516.312988
5536,7916.148926,5516.249512
5538,7914.422852,5505.231445
5540,7914.422852,5500.716797
5542,7916.209473,5506.769531
5544,7918.254395,5505.17334
5546,7913.756348,5503.358887
5548,7913.756348,5506.666016
5550,7909.77832,5514.486816
5552,7919.679688,5506.45166
5554,7918.335938,5505.59375
5556,7918.335938,5509.005859
5558,7912.255371,5506.17041
5560,7915.90918,5512.597656
5562,7915.32373,5517.116211
5564,7927.543945,5518.264648
5566,7927.543945,5514.601074
5568,7929.897461,5508.622559
5570,7926.713379,5503.896484
5572,7925.638672,5505.860352
5574,7929.170898,5508.549805
5576,7926.248535,5515.668945
5578,7925.151367,5517.710938
5580,7930.280762,5513.850098
5582,7931.02832,5511.131836
5584,7938.450195,5501.40918
5586,7938.019531,5507.135742
5588,7932.111328,5517.150391
5590,7930.512695,5520.923828
5592,7927.618164,5520.03125
5594,7927.618164,5510.496094
5596,7929.519531,5513.564941
5598,7931.65625,5508.367188
5600,7937.45752,5512.474609
5602,7940.224609,5517.198242
5604,7946.905273,5514.858398
5606,7948.971191,5517.467773
5608,7956.495117,5510.972656
5610,7958.693359,5505.063477
5612,7957.695313,5503.383789
5614,7957.984863,5499.700684
5616,7957.984863,5496.826172
5618,7969.49707,5509.677734
5620,7969.49707,5509.677734
5622,7962.568359,5509.382813
5624,7960.339844,5509.998535
5626,7961.883301,5513.109863
5628,7961.883301,5513.875
5630,7971.441895,5518.265625
5632,7971.441895,5515.226074
5634,7968.342773,5510.185547
5636,7977.289063,5511.121582
5638,7971.200195,5506.038574
5640,7972.951172,5510.728516
5642,7967.248535,5521.966797
5644,7967.248535,5519.685547
5646,7959.710449,5513.928711
5648,7976.891113,5513.8125
5650,7976.891113,5513.557617
5652,7968.352051,5513.613281
5654,7963.500977,5513.712891
5656,7971.812012,5525.788574
5658,7980.762695,5526.556152
5660,7985.713867,5516.297852
5662,7987.750977,5520.808594
5664,7975.001953,5531.740234
5666,7978.798828,5526.985352
5668,7993.535156,5519.772461
5670,7994.567383,5524.003906
5672,7994.567383,5525.943359
5674,7996.511719,5527.6875
5676,7997.206055,5519.24707
5678,7997.206055,5518.283203
5680,7995.693359,5516.987793
5682,7998.574219,5521.329102
5684,8000.369141,5520.027344
5686,7992.128906,5523.09082
5688,7983.910156,5527.214844
5690,7983.910156,5515.507813
5692,7993.41748,5519.041992
5694,7995.647461,5519.775879
5696,8001.107422,5533.666504
5698,8001.107422,5532.327148
5700,8010.839844,5530.891602
5702,8005.982422,5523.545898
5704,8010.530273,5525.072266
5706,8010.530273,5525.505859
5708,7997.699219,5520.963379
5710,7997.699219,5525.690918
5712,7970.151367,5527.725586
5714,7932.397461,5539.984375
5716,7919.633789,5548.859863
5718,7919.633789,5549.777344
5720,7923.722656,5558.120605
5722,7923.722656,5569.236816
5724,7917.00293,5568.768555
5726,7906.019043,5584.407227
5728,7920.682617,5590.163574
5730,7922.741699,5600.87207
5732,7925.860352,5588.545898
5734,7906.830078,5598.280273
5736,7906.058594,5589.324219
5738,7896.036133,5585.166016
5740,7890.273438,5589.626953
5742,7890.273438,5575.878906
5744,7876.096191,5580.264648
5746,7885.455078,5589.250488
5748,7885.455078,5580.234375
5750,7873.874512,5584.552246
5752,7873.874512,5578.911133
5754,7876.135742,5576.181641
5756,7888.435547,5577.751953
5758,7879.903809,5583.617188
5760,7879.903809,5577.159668
5762,7881.076172,5578.447754
5764,7888.981934,5581.374023
5766,7888.981934,5583.951172
5768,7887.748047,5581.045898
5770,7914.608398,5582.999023
5772,7914.608398,5582.353516
5774,7913.109375,5587.472656
5776,7924.537109,5594.945313
5778,7936.477539,5594.807617
5780,7936.477539,5599.058594
5782,7932.152344,5596.437012
5784,7943.091797,5601.298828
5786,7932.876953,5599.699707
5788,7950.56543,5588.053711
5790,7951.605469,5591.669434
5792,7954.222656,5584.360352
5794,7954.222656,5578.794922
5796,7956.154785,5575.171387
5798,7941.921875,5584.398926
5800,7958.146484,5584.036133
5802,7958.146484,5578.689453
5804,7957.571289,5575.231445
5806,7955.171875,5581.11377
5808,7946.671875,5586.770508
5810,7952.472656,5585.051758
5812,7957.253906,5587.167969
5814,7951.88916,5584.930176
5816,7951.88916,5584.393555
5818,7957.945313,5582.685547
5820,7967.22168,5582.169434
5822,7967.22168,5583.748535
5824,7948.941406,5582.031738
5826,7941.121094,5577.402832
5828,7954.139648,5577.62207
5830,7939.149414,5578.634766
5832,7967.141113,5579.258789
5834,7967.141113,5571.360352
5836,7965.603027,5571.299805
5838,7964.140625,5575.40332
5840,7956.207031,5584.959961
5842,7908.042969,5588.620117
5844,7908.042969,5589.73877
5846,7898.18457,5591.702637
5848,7890.499023,5587.104492
5850,7889.821777,5579.817383
5852,7880.354492,5578.057129
5854,7880.354492,5583.561035
5856,7867.660156,5580.496094
5858,7867.660156,5577.353027
5860,7877.933594,5584.59375
5862,7877.933594,5572.570313
5864,7879.178223,5570.353516
5866,7882.865234,5570.626953
5868,7881.769043,5580.19873
5870,7881.769043,5592.961914
5872,7869.895508,5600.522461
5874,7872.871582,5591.269531
5876,7870.628906,5593.65332
5878,7876.739258,5595.187988
5880,7874.208008,5594.263672
5882,7882.035156,5596.569336
5884,7882.035156,5595.127441
5886,7868.378906,5598.002441
5888,7868.562988,5590.790039
5890,7876.73877,5588.344727
5892,7866.837891,5584.003906
5894,7867.59375,5585.729492
5896,7869.301758,5586.091797
5898,7878.890625,5583.148926
5900,7876.473633,5580.188477
5902,7876.473633,5583.494141
5904,7885.632324,5585.476074
5906,7893.469238,5589.275879
5908,7893.356934,5581.539063
5910,7893.356934,5586.695313
5912,7895.926758,5581.236328
5914,7887.952148,5579.485352
5916,7887.952148,5584.773438
5918,7891.686035,5590.09375
5920,7895.722656,5586.611328
5922,7895.722656,5596.329102
5924,7893.21875,5602.19043
5926,7885.542969,5601.202148
5928,7885.542969,5595.855469
5930,7883.943848,5610.822266
5932,7885.042969,5589.706055
5934,7881.962402,5595.066406
5936,7881.962402,5584.453125
5938,7853.891602,5586.228516
5940,7853.891602,5583.87793
5942,7869.231445,5581.264648
5944,7869.231445,5590.146484
5946,7878.157227,5584.84668
5948,7876.094238,5586.033203
5950,7871.858398,5588.901367
5952,7892.407715,5592.685059
5954,7893.111328,5589.740723
5956,7888.402344,5589.266113
5958,7886.010742,5582.046387
5960,7886.010742,5585.235352
5962,7879.771484,5574.399414
5964,7879.771484,5575.697266
5966,7870.946777,5586.942383
5968,7876.977539,5588.001953
5970,7879.17627,5582.789063
5972,7879.17627,5585.654297
5974,7876.334961,5576.69043
5976,7878.157227,5580.125
5978,7872.755371,5586.106934
5980,7878.200684,5586.266602
5982,7873.936523,5583.237305
5984,7873.936523,5572.046875
5986,7888.307617,5573.184082
5988,7890.170898,5563.095703
5990,7884.260742,5567.305664
5992,7884.260742,5564.535645
5994,7883.886719,5560.794922
5996,7888.328125,5561.457031
5998,7890.62207,5578.71875
6000,7890.62207,5576.344727
6002,7884.774414,5579.584473
6004,7881.062988,5582.202148
6006,7883.624023,5587.295898
6008,7879.819336,5582.331055
6010,7883.914063,5582.331055
6012,7883.914063,5579.12793
6014,7874.024414,5584.004883
6016,7870.804688,5575.049805
6018,7868.214355,5576.297852
6020,7868.214355,5585.643066
6022,7869.380371,5580.717773
6024,7869.380371,5576.693848
6026,7869.509766,5580.873047
6028,7866.444336,5581.452637
6030,7866.444336,5570.508789
6032,7870.381836,5554.526367
6034,7870.381836,5555.46875
6036,7873.980469,5563.765137
6038,7880.764648,5550.776367
6040,7886.188477,5565.556641
6042,7880.90625,5566.964844
6044,7874.424805,5578.443359
6046,7871.595703,5576.119141
6048,7871.595703,5574.056641
6050,7871.744629,5570.37207
6052,7879.561523,5571.577148
6054,7871.23291,5572.632324
6056,7871.23291,5574.149414
6058,7879.358887,5573.058105
6060,7864.112793,5580.258789
6062,7868.353516,5575.810547
6064,7879.577637,5572.09082
6066,7876.144531,5575.571289
6068,7872.015625,5577.800781
6070,7872.015625,5580.941406
6072,7876.179688,5579.373047
6074,7883.680664,5575.465332
6076,7877.401367,5579.527344
6078,7880.995605,5579.785156
6080,7880.995605,5573.58252
6082,7876.96875,5566.92627
6084,7870.039063,5568.095703
6086,7870.039063,5567.02832
6088,7872.584961,5566.094727
6090,7870.288086,5561.884766
6092,7866.086914,5572.719727
6094,7864.897949,5568.073242
6096,7868.697754,5571.370117
6098,7867.515625,5566.583984
6100,7887.641113,5565.71582
6102,7877.029297,5559.679688
6104,7877.029297,5566.175781
6106,7879.770508,5563.031738
6108,7871.919922,5563.606445
6110,7871.919922,5572.720703
6112,7876.79541,5569.48877
6114,7877.46582,5566.047363
6116,7871.225586,5563.248535
6118,7871.225586,5564.75
6120,7874.128906,5566.106445
6122,7867.735352,5569.006836
6124,7874.899414,5570.890137
6126,7869.998047,5572.264648
6128,7869.998047,5573.30127
6130,7867.326172,5570.943359
6132,7869.823242,5568.427734
6134,7869.823242,5568.820313
6136,7874.563477,5571.193359
6138,7875.112793,5570.794922
6140,7865.145508,5578.625
6142,7857.358398,5584.105469
6144,7852.896973,5583.442383
6146,7852.896973,5576.917969
6148,7845.250977,5566.647461
6150,7845.250977,5562.444336
6152,7855.91748,5556.858398
6154,7854.266602,5558.447266
6156,7857.510742,5560.933594
6158,7857.649414,5557.480469
6160,7857.481445,5565.021484
6162,7850.347656,5565.148438
6164,7850.347656,5561.192871
6166,7846.070801,5559.394531
6168,7841.224609,5559.394531
6170,7841.224609,5556.899414
6172,7843.330078,5557.486328
6174,7854.553711,5557.741211
6176,7854.553711,5556.09668
6178,7848.743164,5557.032227
6180,7848.743164,5556.050781
6182,7859.634277,5555.427734
6184,7855.804688,5555.22168
6186,7849.662109,5559.802734
6188,7849.662109,5559.401367
6190,7854.881836,5565.037109
6192,7854.881836,5556.754883
6194,7861.193359,5559.597168
6196,7861.193359,5555.095703
6198,7863.219238,5548.110352
6200,7866.867188,5554.089355
6202,7869.455078,5551.708984
6204,7869.455078,5553.509766
6206,7891.618652,5560.223633
6208,7874.56543,5559.694336
6210,7893.069336,5563.375977
6212,7893.069336,5559.085449
6214,7902.154297,5561.602539
6216,7902.657227,5545.834961
6218,7902.657227,5527.845703
6220,7901.97998,5475.887695
6222,7902.738281,5481.146484
6224,7895.90332,5482.290039
6226,7898.614746,5469.461914
6228,7909.99707,5465.967773
6230,7911.040039,5460.175293
6232,7911.040039,5460.824707
6234,7900.020996,5443.455078
6236,7897.624023,5440.19043
6238,7896.875,5442.432617
6240,7896.875,5423.82373
6242,7902.711426,5401.715332
6244,7907.246582,5397.712891
6246,7905.470703,5403.296387
6248,7904.234375,5377.735352
6250,7896.259766,5384.967773
6252,7896.670898,5378.463379
6254,7896.670898,5377.006836
6256,7900.018066,5377.639648
6258,7912.279297,5377.439453
6260,7910.210938,5389.790039
6262,7915.625977,5390.430176
6264,7907.890137,5389.704102
6266,7890.018555,5391.749023
6268,7889.689941,5391.517578
6270,7874.850586,5421.884766
6272,7874.850586,5422.5
6274,7877.68457,5424.375488
6276,7880.510742,5427.476563
6278,7886.214844,5459.306641
6280,7893.968262,5464.458008
6282,7891.220215,5457.496094
6284,7880.585938,5456.709961
6286,7890.279297,5457.214355
6288,7886.351563,5456.890625
6290,7894.375,5454.509766
6292,7894.375,5457.977539
6294,7888.489746,5463.338379
6296,7892.078125,5463.635742
6298,7890.463867,5456.503418
6300,7890.463867,5452.794922
6302,7891.589844,5447.247559
6304,7893.477539,5446.520508
6306,7893.477539,5450.405273
6308,7890.781738,5447.152344
6310,7896.19043,5459.079102
6312,7884.869629,5447.802734
6314,7876.069824,5451.110352
6316,7883.159668,5448.395996
6318,7883.159668,5440.299805
6320,7884.20459,5447.033203
6322,7884.20459,5450.110352
6324,7891.337891,5445.963867
6326,7891.337891,5454.491211
6328,7894.89209,5452.988281
6330,7901.125977,5452.864258
6332,7899.42041,5453.097168
6334,7891.745605,5454.054688
6336,7888.586426,5451.319824
6338,7888.586426,5449.757813
6340,7892.727051,5442.90918
6342,7892.727051,5454.068359
6344,7891.225098,5453.083984
6346,7885.775391,5454.376953
6348,7863.064941,5451.495117
6350,7863.064941,5455.152832
6352,7874.017578,5447.513184
6354,7873.126953,5449.72168
6356,7860.121582,5452.910156
6358,7860.121582,5455.216797
6360,7866.992676,5456.105957
6362,7878.606934,5460.581055
6364,7886.260254,5464.417969
6366,7886.260254,5472.109375
6368,7899.449707,5471.922852
6370,7914.200195,5507.368652
6372,7913.188965,5505.638184
6374,7893.950195,5515.037109
6376,7893.950195,5517.317871
6378,7908.676758,5522.736328
6380,7908.676758,5507.107422
6382,7907.414551,5515.827148
6384,7916.108398,5516.977539
6386,7920.341797,5501.07959
6388,7928.665039,5487.799805
6390,7929.933105,5487.662109
6392,7928.155273,5457.253906
6394,7934.724609,5450.791016
6396,7934.724609,5448.396484
6398,7925.087891,5439.344238
6400,7927.625488,5439.583984
6402,7929.804199,5446.958984
6404,7929.804199,5446.110352
6406,7936.296387,5438.896973
6408,7935.764648,5440.447266
6410,7935.764648,5446.867188
6412,7929.172852,5456.476563
6414,7920.583496,5463.458984
6416,7920.583496,5472.697266
6418,7927.208984,5464.992188
6420,7928.320801,5468.97168
6422,7925.968262,5467.228516
6424,7932.183105,5479.373047
6426,7932.183105,5471.868164
6428,7909.402344,5471.958496
6430,7903.848633,5475.845703
6432,7903.848633,5475.714844
6434,7906.924316,5475.150879
6436,7893.708008,5464.080078
6438,7893.708008,5460.53418
6440,7872.824707,5456.460938
6442,7863.396484,5466.937012
6444,7851.348633,5471.451172
6446,7850.331055,5461.993164
6448,7850.331055,5467.682617
6450,7846.075684,5467.682617
6452,7846.352539,5466.01416
6454,7846.352539,5465.4375
6456,7847.15625,5473.071289
6458,7848.397949,5467.981934
6460,7852.702637,5474.836914
6462,7852.702637,5461.500977
6464,7846.038086,5456.569824
6466,7842.935547,5452.930664
6468,7840.260254,5452.625
6470,7828.462891,5454.03418
6472,7838.939453,5443.558594
6474,7831.814453,5432.939941
6476,7826.820801,5425.844727
6478,7817.226563,5433.973633
6480,7829.286621,5437.15625
6482,7829.286621,5436.716309
6484,7829.898438,5440.24707
6486,7828.429199,5435.880859
6488,7829.702148,5428.812012
6490,7829.702148,5424.214844
6492,7821.70459,5423.100098
6494,7826.625,5424.736328
6496,7833.290527,5427.041992
6498,7833.290527,5424.539551
6500,7835.709961,5423.423828
6502,7835.709961,5411.276367
6504,7826.762695,5413.785645
6506,7833.651855,5425.625977
6508,7833.651855,5418.644531
6510,7826.516602,5419.883789
6512,7838.589844,5426.833008
6514,7837.547852,5427.482422
6516,7837.547852,5425.260254
6518,7842.365723,5433.786133
6520,7843.41748,5421.029297
6522,7838.395508,5422.452148
6524,7826.320313,5421.796387
6526,7826.320313,5430.016602
6528,7825.30957,5427.612305
6530,7836.226563,5437.358887
6532,7836.226563,5423.907227
6534,7840.674805,5422.14502
6536,7840.674805,5422.14502
6538,7839.856934,5416.616699
6540,7836.668457,5412.792969
6542,7844.353516,5414.994141
6544,7843.29834,5419.697266
6546,7841.882813,5429.966309
6548,7836.479004,5422.838867
6550,7836.479004,5422.373047
6552,7836.233887,5425.947266
6554,7837.661133,5421.555664
6556,7831.948242,5420.69043
6558,7831.948242,5424.243164
6560,7840.377441,5425.072266
6562,7836.646973,5439.492188
6564,7836.646973,5444.314453
6566,7841.531738,5429.853516
6568,7841.531738,5427.120117
6570,7840.541016,5430.167969
6572,7845.064941,5437.401367
6574,7845.064941,5437.125488
6576,7847.82666,5436.097656
6578,7838.521484,5430.32666
6580,7832.021484,5424.0625
6582,7832.991699,5420.748047
6584,7832.991699,5418.935547
6586,7825.821289,5437.405273
6588,7825.821289,5438.533691
6590,7830.873047,5441.628418
6592,7839.886719,5450.936523
6594,7839.231445,5475.676758
6596,7843.325684,5482.327148
6598,7845.051758,5478.739258
6600,7845.051758,5485.237305
6602,7838.035645,5490.208008
6604,7829.209473,5494.831055
6606,7813.414063,5491.611816
6608,7813.414063,5500.592773
6610,7813.621094,5494.600586
6612,7809.374023,5503.176758
6614,7809.374023,5502.032227
6616,7808.896484,5500.430664
6618,7804.991699,5499.709961
6620,7811.230957,5500.73291
6622,7821.407227,5503.59375
6624,7821.407227,5503.817383
6626,7820.63623,5504.154785
6628,7820.63623,5504.045898
6630,7823.230469,5512.385254
6632,7820.07373,5510.377441
6634,7820.07373,5506.172363
6636,7825.941406,5507.897461
6638,7834.041992,5517.016602
6640,7823.331055,5511.881836
6642,7807.78125,5510.92334
6644,7807.78125,5504.30957
6646,7813.166504,5503.691895
6648,7809.076172,5505.038574
6650,7792.341797,5507.12207
6652,7784.677246,5508.724121
6654,7786.610352,5493.217773
6656,7778.226563,5494.689453
6658,7778.071777,5493.370117
6660,7778.071777,5492.127441
6662,7785.34082,5490.158203
6664,7778.857422,5489.888672
6666,7780.718262,5490.993164
6668,7786.855957,5501.533203
6670,7786.855957,5510.381348
6672,7793.34375,5507.90625
6674,7792.399414,5506.645996
6676,7792.399414,5499.535156
6678,7791.972656,5505.993164
6680,7785.114258,5503.5
6682,7785.188477,5502.108398
6684,7785.188477,5492.422852
6686,7775.078613,5505.400391
6688,7772.583984,5501.97998
6690,7772.583984,5509.424805
6692,7776.982422,5509.475586
6694,7781.473633,5503.459961
6696,7778.006348,5497.009766
6698,7778.006348,5527.59375
6700,7788.419434,5522.016602
6702,7788.419434,5524.869141
6704,7794.624023,5514.578125
6706,7802.012207,5514.382324
6708,7802.012207,5508.930176
6710,7805.236328,5488.845703
6712,7807.490234,5446.636719
6714,7807.210938,5438.851563
6716,7804.790039,5439.916992
6718,7797.415039,5438.884766
6720,7788.270508,5436.291992
6722,7788.270508,5431.123047
6724,7790.568359,5438.519531
6726,7791.320313,5437.348633
6728,7794.644531,5427.819824
6730,7800.96582,5430.516602
6732,7799.549805,5430.449707
6734,7797.861816,5434.515137
6736,7797.861816,5427.435547
6738,7792.447754,5430.914063
6740,7792.447754,5435.384766
6742,7789.69043,5425.762695
6744,7780.5625,5453.356445
6746,7780.803711,5448.5
6748,7787.513184,5443.174805
6750,7797.663574,5443.673828
6752,7802.859863,5446.808105
6754,7802.859863,5449.661133
6756,7833.216309,5447.446289
6758,7847.210938,5448.205566
6760,7847.210938,5445.131836
6762,7846.447266,5443.372559
6764,7846.540039,5438.195313
6766,7846.108398,5441.651367
6768,7843.700195,5445.537109
6770,7838.65625,5441.233398
6772,7844.918945,5443.344727
6774,7844.72998,5442.117676
6776,7844.72998,5431.678711
6778,7844.103516,5433.039063
6780,7844.103516,5443.303223
6782,7848.760742,5446.928711
6784,7855.092773,5447.514648
6786,7851.931641,5440.744141
6788,7851.931641,5438.378906
6790,7864.433594,5431.255859
6792,7852.121094,5422.088867
6794,7862.465332,5428.189941
6796,7862.465332,5435.548828
6798,7860.291016,5436.59668
6800,7860.291016,5439.788086
6802,7862.654785,5443.011719
6804,7861.873047,5438.200684
6806,7856.051758,5441.766602
6808,7856.051758,5446.137695
6810,7854.978027,5447.183105
6812,7854.978027,5451.797852
6814,7852.774902,5449.4375
6816,7840.370117,5443.376953
6818,7852.842285,5443.922852
6820,7849.255859,5444.589844
6822,7849.255859,5444.814453
6824,7842.762695,5441.294922
6826,7842.051758,5447.128906
6828,7850.722168,5444.314453
6830,7850.482422,5441.88623
6832,7850.482422,5441.166016
6834,7847.577148,5441.770996
6836,7847.577148,5442.000977
6838,7829.745117,5451.171875
6840,7829.745117,5443.72168
6842,7850.046875,5445.063965
6844,7846.471191,5444.59668
6846,7849.00293,5440.521484
6848,7840.184082,5433.019531
6850,7839.442871,5436.090332
6852,7842.47998,5442.301758
6854,7842.47998,5441.40918
6856,7835.145508,5433.732422
6858,7839.255371,5441.549805
6860,7839.255371,5437.785156
6862,7845.37207,5428.351563
6864,7845.37207,5422.272461
6866,7835.521973,5432.986328
6868,7839.697266,5442.139648
6870,7835.220215,5434.911133
6872,7838.912109,5439.804688
6874,7838.912109,5437.84375
6876,7839.916016,5432.113281
6878,7819.087891,5434.224609
6880,7818.085938,5474.282715
6882,7818.085938,5472.533203
6884,7827.219238,5483.84082
6886,7825.130859,5457.666992
6888,7829.43457,5451.07959
6890,7839.271973,5447.725586
6892,7839.271973,5442.824219
6894,7841.734863,5446.231445
6896,7852.991699,5430.092285
6898,7856.925293,5442.171875
6900,7881.326172,5442.79834
6902,7907.208984,5445.441406
6904,7907.208984,5444.709961
6906,7915.644531,5450.347656
6908,7915.644531,5443.029297
6910,7912.320313,5441.072754
6912,7912.320313,5446.857422
6914,7919.512207,5439.171875
6916,7916.155762,5437.416992
6918,7916.219727,5438.523438
6920,7916.219727,5435.480469
6922,7913.757813,5434.871094
6924,7920.143555,5441.803223
6926,7908.40625,5437.052734
6928,7908.40625,5436.194336
6930,7897.259277,5433.193359
6932,7893.108887,5433.472656
6934,7893.108887,5434.640625
6936,7889.633789,5437.58252
6938,7893.089844,5426.525879
6940,7893.089844,5416.306641
6942,7891.508789,5418.174805
6944,7888.652832,5421.881836
6946,7894.114258,5425.62207
6948,7894.114258,5426.00293
6950,7872.784668,5426.248047
6952,7886.227539,5427.785156
6954,7886.227539,5416.693359
6956,7886.119629,5419.939453
6958,7877.006348,5422.042969
6960,7877.006348,5411.500488
6962,7887.329102,5418.65625
6964,7874.58252,5418.65625
6966,7879.796387,5427.022461
6968,7877.799805,5428.857422
6970,7882.080566,5427.666992
6972,7882.080566,5428.421387
6974,7887.364258,5430.351074
6976,7884.62793,5427.907715
6978,7884.62793,5425.977051
6980,7893.583984,5426.757813
6982,7900.672852,5428.185059
6984,7900.672852,5433.795898
6986,7903.244141,5430.640625
6988,7895.21582,5436.024414
6990,7895.430664,5430.325195
6992,7891.708984,5432.182129
6994,7901.495605,5432.447266
6996,7901.495605,5425.673828
6998,7898.586914,5428.645508
7000,7904.027832,5434.038086
7002,7901.757813,5426.233398
7004,7904.887695,5428.870117
7006,7910.359375,5431.192383
7008,7909.459473,5425.572266
7010,7901.775391,5421.029297
7012,7901.775391,5426.191406
7014,7902.98584,5413.773438
7016,7907.558594,5419.491211
7018,7903.962402,5417.77832
7020,7909.301758,5415.294434
7022,7921.166992,5420.925781
7024,7921.166992,5417.21582
7026,7921.675781,5429.027344
7028,7914.779785,5428.583984
7030,7907.795898,5430.913086
7032,7907.795898,5431.75
7034,7903.679688,5438.753906
7036,7910.751953,5429.705078
7038,7918.09082,5429.308594
7040,7918.746094,5432.709961
7042,7910.938477,5441.366699
7044,7910.938477,5436.388672
7046,7924.353027,5424.09668
7048,7912.112793,5418.171875
7050,7917.618164,5416.776855
7052,7917.618164,5413.962402
7054,7925.086914,5420.694336
7056,7921.625977,5414.551758
7058,7921.625977,5415.72168
7060,7918.422852,5410.017578
7062,7918.422852,5407.529297
7064,7922.040527,5399.479492
7066,7922.040527,5394.668945
7068,7921.59082,5391.708984
7070,7921.59082,5343.314941
7072,7918.299805,5335.209961
7074,7901.85498,5341.817383
7076,7902.330078,5332.732422
7078,7905.602539,5331.976563
7080,7905.602539,5331.128906
7082,7905.250488,5330.133301
7084,7918.81543,5335.11377
7086,7915.306641,5337.855469
7088,7902.227539,5338.273438
7090,7902.227539,5339.143555
7092,7900.144043,5336.60791
7094,7904.433594,5339.461914
